FECHA,HORA,L蚇EA,MOTIVO,DURACION
7/11/2019,13:32:04,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:30:11
18/3/2019,19:42:03,E,Servicio con demora debido a un problema tecnico,00:30:06
12/6/2019,23:16:05,E,Interrupci贸n debido a un problematecnico en una formacion,00:30:04
7/11/2019,14:06:03,E,Servicio con demora,00:30:04
24/2/2019,11:28:02,E,Interrupci贸n debido a un problematecnico en una formacion,00:30:02
2/2/2019,09:16:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:30:01
12/7/2019,16:38:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:29:53
27/6/2019,21:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:29:52
14/10/2019,10:04:09,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:29:52
30/10/2019,14:38:15,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:29:51
30/12/2019,12:32:02,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:28:10
18/6/2019,11:48:05,E,Servicio con demora,00:28:08
20/11/2019,23:12:09,E,Servicio con demora por causas operativas.,00:28:08
6/2/2019,23:48:02,E,Servicio con demora,00:28:07
1/3/2019,08:24:02,E,Servicio limitado entre Belgrano y Virreyes por operativo de seguridad en lavia publica,00:28:02
20/1/2019,11:04:02,E,Interrupci贸n debido a un problematecnico en una formacion,00:28:00
17/5/2019,13:56:03,E,Servicio con demora debido a un problema tecnico en una formacion,00:28:00
22/11/2019,21:38:20,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:27:57
20/5/2019,00:18:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:27:57
9/4/2019,18:52:10,E,Servicio con demora debido a la atencion medicaa un usuario,00:27:54
25/1/2019,21:26:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:27:53
18/3/2019,18:54:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:27:52
30/10/2019,21:30:04,E,Servicio con demora debido a un problema tecnico,00:26:08
26/12/2019,19:18:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:26:06
3/6/2019,08:54:05,E,Servicio limitado entre Bolivar y Entre Rios,00:26:06
5/11/2019,12:18:03,E,Servicio con demora,00:26:05
25/3/2019,11:38:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:26:00
22/5/2019,15:58:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:25:59
29/6/2019,09:36:10,E,Servicio Limitado entre Retiro y Entre Rios,00:25:58
18/6/2019,12:46:09,E,Servicio con demora,00:25:56
6/4/2019,13:00:08,E,Servicio con demora,00:25:56
16/10/2019,16:36:10,E,Servicio con demora debido a un problema tecnico,00:25:52
28/11/2019,17:58:21,E,Servicio con demora,00:25:51
27/5/2019,22:18:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:24:08
11/2/2019,20:12:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:24:05
27/3/2019,11:26:04,E,Servicio con demora,00:24:02
6/12/2019,21:22:09,E,Servicio con demora,00:24:01
24/9/2019,15:22:09,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:24:01
15/10/2019,19:24:09,E,Servicio interrumpido,00:23:59
18/3/2019,20:40:05,E,Servicio con demora debido a un problema tecnico en una formacion,00:23:58
19/9/2019,14:40:06,E,Servicio con demora debido a un problema tecnico en una formacion,00:23:56
8/6/2019,15:42:07,E,Interrupci贸n debido a un problematecnico,00:23:55
28/6/2019,11:52:10,E,Servicio con demora,00:23:54
12/6/2019,23:48:09,E,Servicio limitado Bolivar y P. de los Virreyes,00:23:53
30/1/2019,22:16:13,E,Servicio con demora,00:23:50
17/7/2019,10:06:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:09
8/3/2019,11:22:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:09
10/5/2019,09:08:02,E,Interrupci贸n debido a un problematecnico en una formacion,00:22:08
18/6/2019,12:18:06,E,Servicio limitado Bolivar y P. de los Virreyes,00:22:08
11/12/2019,22:48:10,E,Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes,00:22:03
2/4/2019,11:58:08,E,Servicio con demora por obras de mejora,00:22:02
5/5/2019,14:56:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:22:01
12/6/2019,12:56:02,E,Servicio con demora debido a un problema tecnico,00:22:00
13/2/2019,21:20:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:22:00
26/7/2019,14:32:09,E,Con demora por una formacion detenida debido a un problematecnico,00:21:59
12/7/2019,12:36:03,E,Servicio con demora,00:21:59
19/3/2019,13:20:04,E,Servicio con demora,00:21:58
20/8/2019,16:32:04,E,Servicio con demora,00:21:58
19/3/2019,19:18:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:21:54
8/11/2019,00:18:02,E,Los trenes no se detienen en la estacion Pichincha,00:20:12
29/6/2019,11:26:02,E,Servicio Limitado entre Retiro y Entre Rios,00:20:07
7/2/2019,09:26:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:20:05
12/8/2019,16:42:03,E,Servicio con demora,00:20:03
27/2/2019,18:50:05,E,Servicio con demora debido a un problema tecnico,00:20:03
15/7/2019,19:38:09,E,Servicio Limitado entre Retiro y Entre Rios,00:20:01
12/11/2019,12:28:04,E,Servicio con demora,00:20:00
3/5/2019,11:30:02,E,Servicio con demora debido a un problema tecnico,00:20:00
30/10/2019,20:24:09,E,Servicio con demora debido a un problema tecnico,00:20:00
5/4/2019,17:54:04,E,Servicio con demora debido a un problema tecnico en una formacion,00:19:59
11/10/2019,10:34:04,E,Servicio con demora debido a un problema tecnico,00:19:58
24/5/2019,17:04:08,E,Servicio limitado entre Bolivar y Entre Rios,00:19:56
20/3/2019,13:28:07,E,Con demora por una formacion detenida debido a un problematecnico,00:19:55
7/8/2019,16:38:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:19:55
28/6/2019,21:18:11,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:19:53
21/10/2019,15:42:02,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:18:12
3/9/2019,21:56:02,E,Servicio con demora,00:18:07
29/6/2019,10:08:04,E,Servicio con demora,00:18:03
31/10/2019,17:54:03,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,00:18:03
28/6/2019,21:44:02,E,Servicio con demora,00:18:01
14/5/2019,08:54:09,E,Servicio con demora por obras de mejora,00:18:00
5/12/2019,17:32:04,E,Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes,00:18:00
11/7/2019,08:34:03,E,Interrupci贸n debido a un problematecnico en una formacion,00:17:59
27/9/2019,23:20:04,E,Servicio limitado entre las estaciones Retiro y Entre Rios,00:17:59
31/10/2019,13:48:15,E,Servicio con demora con destino a Retiro,00:17:57
27/9/2019,21:06:11,E,Servicio con demora debido a un problema tecnico,00:17:57
10/5/2019,18:50:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:17:54
25/10/2019,10:42:12,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:17:54
19/7/2019,10:38:10,E,Servicio con demora,00:17:53
31/5/2019,13:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:17:50
5/10/2019,12:12:01,E,Servicio con demora,00:16:07
8/6/2019,13:50:02,E,Servicio limitado entre Retiro y Belgrano por arrollamiento de persona,00:16:07
24/5/2019,15:24:03,E,Servicio con demora debido a un problema tecnico en una formacion,00:16:05
31/10/2019,17:36:02,E,Servicio con demora debido a un problema tecnico,00:16:04
23/1/2019,09:14:07,E,Interrupci贸n debido a un problematecnico en una formacion,00:15:57
25/11/2019,13:12:17,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:15:56
15/10/2019,19:50:10,E,Servicio interrumpido por medida de fuerza gremial,00:15:55
5/10/2019,11:48:08,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:15:54
27/12/2019,21:36:10,E,Servicio con demora con destino a Plaza de los Virreyes,00:15:53
29/1/2019,11:32:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:15:53
4/12/2019,22:04:10,E,Servicio con demora debido a un problema tecnico,00:15:51
26/11/2019,10:24:05,E,Servicio con demora debido a la atencion medicaa un usuario a bordo de formacion,00:14:12
29/8/2019,20:48:05,E,Servicio con demora,00:14:08
25/9/2019,22:46:04,E,Servicio con demora,00:14:05
11/2/2019,19:34:02,E,Interrupci贸n debido a un problematecnico en una formacion,00:14:01
4/7/2019,13:50:10,E,Servicio con demora,00:14:01
6/3/2019,10:52:03,E,Servicio con demora por causas ajenas a la empresa,00:14:01
16/8/2019,08:34:01,E,Interrupci贸n debido a un problematecnico,00:14:00
1/2/2019,13:48:02,E,Servicio con demora,00:14:00
3/7/2019,12:04:10,E,Servicio Limitado entre Retiro y Entre Rios,00:14:00
5/2/2019,16:12:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:13:59
18/10/2019,19:14:04,E,Los trenes no se detienen en la estacion Avenida La Plata,00:13:58
24/5/2019,17:38:09,E,Servicio limitado entre Bolivar y Entre Rios,00:13:58
18/6/2019,23:32:09,E,Servicio limitado Bolivar y P. de los Virreyes,00:13:55
4/1/2019,18:00:11,E,Servicio limitado entre Bolivar y Entre Rios,00:13:53
7/2/2019,10:20:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:13:51
15/8/2019,17:20:06,E,Servicio con demora debido a la atencion medicaa un usuario,00:12:09
13/5/2019,14:08:03,E,Servicio con demora debido a un problema tecnico en una formacion,00:12:09
16/5/2019,12:08:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:12:07
12/8/2019,23:18:02,E,Servicio con demora,00:12:06
4/10/2019,10:30:03,E,Servicio con demora,00:12:05
1/2/2019,11:36:02,E,Servicio limitado entre Bolivar y Entre Rios,00:12:04
29/1/2019,13:22:04,E,Servicio limitado entre Bolivar y Entre Rios,00:12:03
3/5/2019,11:56:09,E,Servicio con demora,00:12:01
5/7/2019,17:48:11,E,Servicio limitado Bolivar y P. de los Virreyes,00:12:01
8/9/2019,16:42:03,E,Servicio Limitado entre Retiro y Entre Rios,00:12:00
9/8/2019,18:02:02,E,Servicio Limitado entre Retiro y Entre Rios,00:12:00
17/7/2019,08:46:03,E,Servicio Limitado entre Retiro y Entre Rios,00:11:59
14/8/2019,00:58:06,E,Servicio con demora debido a un problema tecnico en una formacion,00:11:58
2/1/2019,18:44:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:11:58
12/6/2019,23:02:09,E,Servicio Limitado entre Retiro y Entre Rios,00:11:57
27/3/2019,09:24:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:11:54
28/5/2019,17:34:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:11:54
2/1/2019,13:22:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:11:53
27/9/2019,23:46:08,E,Servicio con demora,00:10:03
30/1/2019,21:58:14,E,Interrupci贸n debido a un problematecnico en una formacion,00:10:01
1/11/2019,19:14:06,E,Servicio con demora debido a un problema tecnico,00:10:01
5/12/2019,09:24:02,E,Servicio con demora debido a un problema tecnico,00:10:00
8/10/2019,12:48:02,E,Servicio con demora debido a un problema tecnico,00:10:00
6/11/2019,23:02:03,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:10:00
6/3/2019,10:24:04,E,Servicio interrumpido,00:10:00
18/3/2019,19:24:09,E,Interrupci贸n debido a un problematecnico en una formacion,00:09:59
27/2/2019,11:06:05,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:09:59
20/12/2019,14:50:19,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:09:58
5/11/2019,12:04:20,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:09:58
5/11/2019,11:52:06,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:09:57
10/5/2019,08:38:10,E,Servicio interrumpido,00:09:54
26/8/2019,13:42:09,E,Servicio con demora,00:09:53
9/12/2019,10:06:10,E,Servicio con demora debido a un problema tecnico,00:09:52
12/6/2019,22:50:13,E,Servicio con demora debido a un problema tecnico en una formacion,00:09:51
3/6/2019,09:26:02,E,Servicio con demora,00:08:09
20/3/2019,12:00:04,E,Servicio con demora,00:08:04
19/6/2019,12:14:12,E,Servicio con demora,00:08:00
4/2/2019,13:28:03,E,Con demora debido a la atencion medicaa un usuario a bordo de formacion,00:07:59
26/10/2019,19:14:10,E,Servicio limitado entre las estaciones Plaza de los Virreyes y Boedo,00:07:59
3/10/2019,18:24:08,E,Servicio con demora debido a un problema tecnico,00:07:57
27/12/2019,15:00:05,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:07:57
11/7/2019,08:56:08,E,Servicio con demora,00:07:56
30/1/2019,15:54:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:07:55
6/9/2019,16:04:11,E,Interrumpida por medida de fuerza gremial,00:07:51
3/10/2019,18:34:06,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:06:09
17/7/2019,08:38:03,E,Servicio Limitado entre Retiro y San Jose,00:06:08
23/5/2019,12:32:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:06:07
17/1/2019,18:54:07,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:06:03
23/5/2019,17:30:02,E,Servicio con demora por trabajos vinculados a la extension de la linea,00:06:02
24/5/2019,17:30:10,E,Servicio con demora,00:05:59
1/2/2019,18:42:03,E,Servicio interrumpido,00:05:59
24/3/2019,21:12:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:05:59
2/8/2019,20:04:09,E,Servicio Limitado entre Retiro y Entre Rios,00:05:59
1/4/2019,23:24:13,E,Servicio con demora debido a un problema tecnico en una formacion,00:05:56
29/1/2019,13:38:08,E,Servicio con demora,00:05:54
3/10/2019,22:18:10,E,Servicio con demora por procedimiento policial.,00:05:54
9/5/2019,00:38:11,E,Servicio con demora por obras de renovacion en zona de vias,00:05:51
18/10/2019,19:30:16,E,Los trenes no se detienen en estacion Av. La Plata y circulan con demora,00:05:46
10/10/2019,18:56:02,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:04:10
10/9/2019,11:48:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:04:09
2/8/2019,19:58:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:04:08
29/8/2019,00:04:02,E,Interrumpida por medida de fuerza gremial,00:04:06
31/7/2019,21:32:05,E,Servicio con demora debido a un problema tecnico en una formacion,00:04:06
27/4/2019,22:30:03,E,Por obras de extension: Ha finalizado su servicio.,00:04:05
27/12/2019,14:54:09,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:04:02
5/4/2019,08:32:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:04:02
14/5/2019,00:08:01,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:04:01
26/10/2019,19:08:03,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:04:00
6/12/2019,21:14:04,E,Servicio limitado entre Bolivar - Retiro y Boedo - Plaza de los Virreyes,00:04:00
22/3/2019,17:16:03,E,Servicio limitado entre Bolivar y Entre Rios,00:04:00
13/5/2019,14:40:04,E,Servicio con demora debido a un problema tecnico en una formacion,00:03:59
12/12/2019,11:52:03,E,Servicio interrumpido por falta de suministro de energia electrica,00:03:59
23/5/2019,15:40:09,E,Servicio limitado entre Bolivar y Entre Rios,00:03:58
24/7/2019,20:10:07,E,Servicio con demora debido a un problema tecnico en una formacion,00:03:56
14/6/2019,20:30:14,E,Servicio Limitado entre Retiro y Entre Rios,00:03:56
1/6/2019,01:44:10,E,Interrupci贸n debido a un problematecnico en una formacion,00:03:53
27/9/2019,21:26:09,E,Servicio limitado entre las estaciones Retiro y Entre Rios,00:03:53
1/6/2019,11:34:10,E,Servicio limitado entre Bolivar y Entre Rios,00:03:52
5/12/2019,17:26:10,E,Servicio limitado entre las estaciones Retiro y Bolivar,00:03:52
12/12/2019,12:00:12,E,Servicio interrumpido por falta de suministro de energia electrica,00:03:50
14/8/2019,08:36:02,E,Interrumpida por medida de fuerza gremial,00:02:09
10/4/2019,10:28:10,E,Servicio con demora,00:02:00
30/1/2019,21:48:03,E,Servicio con demora debido a un problema tecnico en una formacion,00:02:00
8/8/2019,21:00:02,E,Servicio con demora por obras de mejora,00:02:00
8/6/2019,14:08:02,E,Servicio imitado entre Retiro y Belgrano,00:02:00
14/5/2019,10:22:08,E,Servicio interrumpido,00:02:00
6/3/2019,12:34:08,E,Servicio limitado entre Bolivar y Entre Rios,00:02:00
4/5/2019,20:22:02,E,Servicio con demora,00:01:59
1/11/2019,11:20:11,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:01:57
25/8/2019,23:36:07,E,Servicio interrumpido,00:01:57
27/9/2019,23:16:09,E,Servicio con demora debido a un problema tecnico,00:01:55
13/6/2019,00:16:10,E,Servicio limitado Bolivar y P. de los Virreyes,00:01:55
7/3/2019,12:34:08,E,Interrupci贸n debido a un problematecnico en una formacion,00:01:54
3/9/2019,21:48:08,E,Servicio con demora,00:01:54
20/3/2019,11:54:15,E,Servicio limitado entre Bolivar y Entre Rios,00:01:54
19/3/2019,11:56:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:01:53
8/11/2019,00:40:14,E,Los trenes ya se detienen en todas las estaciones,00:01:52
26/3/2019,18:46:10,E,Servicio con demora,00:01:52
5/7/2019,17:44:11,E,Servicio con demora debido a un problema tecnico,00:01:52
22/3/2019,17:12:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:01:52
5/8/2019,16:44:10,E,Servicio Limitado entre Retiro y Entre Rios,00:01:52
21/7/2019,12:22:12,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:01:51
6/12/2019,21:10:13,E,Servicio con demora debido a la atencion medicaa un usuario.,00:01:49
19/3/2019,08:08:02,H,Por operativo de seguridad en via publica: Servicio limitado Las Heras y Hospitales,42:50:07
30/4/2019,08:42:09,H,Servicio interrumpido por medida de fuerza gremial,42:11:53
29/5/2019,09:24:11,H,Servicio interrumpido por medida de fuerza gremial,19:33:52
21/3/2019,08:12:09,H,Por operativo de seguridad en v铆a p煤blica: Servicio limitado Las Heras y Hospitales,18:52:00
22/3/2019,08:04:02,H,Por operativo de seguridad en v铆a p煤blica: Servicio limitado Las Heras y Hospitales,10:44:07
16/6/2019,15:44:10,H,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,09:13:53
21/7/2019,22:22:09,H,Interrumpida por medida de fuerza gremial,04:03:53
6/9/2019,16:14:08,H,Servicio interrumpido por medida de fuerza gremial,03:47:55
13/12/2019,22:58:05,H,Servicio limitado: Hospitales - Corrientes y Santa Fe - Facultad de Derecho,03:39:58
29/8/2019,00:10:13,H,Servicio interrumpido por medida de fuerza gremial,02:37:52
21/11/2019,00:04:05,H,Servicio interrumpido por medida de fuerza gremial,02:28:03
14/8/2019,08:40:05,H,Servicio interrumpido por medida de fuerza gremial,01:50:13
13/12/2019,21:16:02,H,Servicio limitado entre las estaciones Corrientes y Hospitales,01:40:02
23/10/2019,16:12:13,H,Servicio limitado entre las estaciones Las Heras y Hospitales,01:21:51
9/4/2019,17:48:09,H,Servicio limitado: Hospitales-Once y Corrientes-F. de derecho,01:04:01
13/1/2019,13:16:08,H,Los trenes no se detienen en Santa Fe,01:01:54
29/5/2019,08:26:11,H,Servicio interrumpido por medida de fuerza gremial,00:53:51
7/6/2019,19:40:03,H,Servicio con demora debido a un problema tecnico en una formacion,00:46:07
27/5/2019,14:56:08,H,Servicio con demora,00:40:00
8/5/2019,17:06:03,H,Servicio con demora debido a un problema tecnico,00:39:59
23/10/2019,17:36:09,H,Servicio limitado entre Cordoba y Hospitales,00:37:54
8/4/2019,18:26:04,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:36:12
9/4/2019,18:54:02,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:36:08
26/3/2019,16:02:09,H,Servicio con demora debido a un problema tecnico,00:33:59
11/4/2019,15:36:07,H,Servicio con demora debido a un problema tecnico en una formacion,00:29:56
9/4/2019,17:18:08,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:28:02
16/7/2019,10:42:02,H,Servicio con demora debido a un problema tecnico en una formacion,00:28:00
14/5/2019,12:22:02,H,Servicio con demora,00:26:01
2/5/2019,14:10:08,H,Servicio con demora,00:25:54
13/12/2019,20:44:05,H,Servicio limitado entre las estaciones Corrientes y Hospitales,00:24:03
3/5/2019,00:30:02,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:22:00
16/5/2019,15:20:02,H,Servicio con demora debido a un problema tecnico en una formacion,00:20:09
3/1/2019,13:22:02,H,Servicio Limitado entre Facultad de Derecho y Parque Patricios,00:20:06
9/4/2019,19:32:05,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:20:05
22/5/2019,20:30:10,H,Servicio con demora debido a un problema tecnico en una formacion,00:20:00
9/5/2019,15:42:03,H,Servicio con demora debido a un problema tecnico en una formacion,00:19:59
28/2/2019,17:50:07,H,Los trenes no se detienen en Parque Patricios,00:19:57
18/7/2019,13:28:02,H,Servicio con demora,00:18:08
9/4/2019,19:54:04,H,Servicio Limitado entre Facultad de Derecho y Parque Patricios,00:18:06
2/6/2019,18:52:10,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:17:58
23/10/2019,18:22:03,H,Servicio con demora debido a una causa tecnica,00:16:07
17/5/2019,18:32:03,H,Servicio con demora debido a un problema tecnico en una formacion,00:16:06
18/12/2019,13:02:02,H,Servicio con demora debido a una causa tecnica,00:16:02
8/4/2019,19:04:03,H,Los trenes no se detienen en Once,00:16:00
2/5/2019,21:56:09,H,Servicio limitado entre Hospitales y Once,00:15:59
21/12/2019,19:02:12,H,Los trenes no se detienen en la estacion Caseros,00:15:58
29/6/2019,16:24:10,H,Servicio Limitado entre Facultad de Derecho y Parque Patricios,00:15:52
13/3/2019,00:48:13,H,Servicio Limitado entre Facultad de Derecho y Parque Patricios,00:14:07
16/5/2019,20:00:15,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:14:00
5/6/2019,23:30:03,H,Servicio con demora,00:13:59
2/5/2019,21:40:11,H,Servicio limitado entre Cordoba y Hospitales,00:13:51
29/6/2019,16:44:02,H,Servicio con demora,00:12:08
26/3/2019,12:06:04,H,Con demora por una formacion detenida debido a un problema tecnico,00:12:07
6/4/2019,20:32:02,H,Interrumpida debido a la atencion medica a un usuario,00:12:02
17/9/2019,00:50:13,H,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:11:49
19/11/2019,23:28:04,H,Servicio limitado entre las estaciones Facultad de Derecho y Parque Patricios,00:10:11
26/3/2019,15:24:04,H,Con demora por una formacion detenida debido a un problema tecnico,00:10:06
3/4/2019,14:14:08,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:10:01
25/5/2019,00:06:02,H,Servicio Limitado entre Facultad de Derecho y Parque Patricios,00:10:00
9/5/2019,11:38:08,H,Servicio con demora debido a un problema tecnico en una formacion,00:09:54
3/4/2019,14:30:09,H,Servicio con demora,00:09:53
27/3/2019,11:16:03,H,Servicio con demora debido a un problema tecnico en una formacion,00:08:06
6/4/2019,20:48:10,H,Servicio limitado entre Hospitales y Once,00:08:01
2/5/2019,13:58:04,H,Servicio limitado entre Hospitales y Once,00:07:58
2/5/2019,13:48:09,H,Servicio con demora debido a un problema tecnico en una formacion,00:07:53
2/5/2019,22:14:10,H,Servicio limitado entre Cordoba y Hospitales,00:07:52
6/9/2019,16:04:11,H,Interrumpida por medida de fuerza gremial,00:07:51
17/12/2019,16:12:11,H,Servicio con demora debido a una causa tecnica,00:07:51
29/8/2019,00:02:04,H,Interrumpida por medida de fuerza gremial,00:06:04
14/8/2019,10:32:07,H,Reanuda su servicio y realiza el recorrido completo entre cabeceras,00:06:04
6/6/2019,00:02:04,H,Servicio limitado entre las Heras y Hospitales,00:05:59
9/8/2019,18:04:02,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:04:07
27/5/2019,14:48:08,H,Servicio limitado entre Corrientes y Hospitales,00:04:02
13/8/2019,19:04:06,H,Servicio con demora debido a un problema tecnico en una formacion,00:03:59
6/12/2019,21:38:04,H,Servicio con demora debido a una causa tecnica,00:03:58
8/8/2019,00:56:08,H,Servicio limitado entre las Heras y Hospitales,00:03:57
13/12/2019,21:10:06,H,Servicio interrumpido,00:03:56
25/1/2019,22:22:08,H,Servicio limitado entre Cordoba y Hospitales,00:03:54
2/6/2019,22:50:12,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:03:52
22/3/2019,18:50:11,H,Los trenes ya se detienen en todas las estaciones,00:03:51
9/8/2019,17:54:12,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:03:50
14/8/2019,08:36:02,H,Interrumpida por medida de fuerza gremial,00:02:09
12/11/2019,19:18:04,H,Servicio con demora debido a una causa tecnica,00:02:08
5/4/2019,11:32:10,H,Servicio con demora debido a un problema tecnico en una formacion,00:02:02
26/3/2019,15:56:08,H,Servicio limitado entre las Heras y Hospitales,00:02:02
8/4/2019,19:22:02,H,Los trenes ya se detienen en todas las estaciones,00:02:01
9/8/2019,18:00:02,H,Servicio con demora debido a un problema tecnico en una formacion,00:02:00
22/8/2019,13:26:10,H,Servicio limitado entre Cordoba y Hospitales,00:02:00
27/5/2019,14:44:09,H,Servicio con demora debido a un problema tecnico,00:01:59
21/12/2019,19:20:08,H,Los trenes ya se detienen en todas las estaciones,00:01:57
8/4/2019,18:22:08,H,Servicio interrumpido,00:01:55
9/4/2019,17:14:09,H,Servicio con demora debido a un problema tecnico en una formacion,00:01:53
18/7/2019,13:20:13,H,Servicio limitado entre las estaciones Facultad de Derecho y Corrientes,00:01:49
12/11/2019,19:22:16,H,Servicio con demora debido a una causa tecnica,00:01:48
