orden;Fecha;Linea;Mensaje;Duración;segundos
3934;14.06.2019 21:06:12;A;Servicio con demora;00:09:50;590
3935;14.06.2019 21:02:03;A;Ya realiza su recorrido completo entre cabeceras;00:02:03;123
3936;14.06.2019 20:50:14;A;Servicio limitado entre San Pedrito y Río de Janeiro;00:09:51;591
3937;14.06.2019 20:38:04;E;Servicio con demora;00:37:58;2278
3938;14.06.2019 20:36:02;D;Servicio con demora;00:02:02;122
3939;14.06.2019 20:30:14;E;Servicio Limitado entre Retiro y Entre Ríos;00:03:56;236
3940;14.06.2019 20:22:05;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:09:58;598
3941;14.06.2019 19:12:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59;119
3942;14.06.2019 19:04:12;P;Interrupción debido a un problema técnico en una formación;00:06:01;361
3943;14.06.2019 18:26:05;B;Servicio con demora;00:47:57;2877
3944;14.06.2019 18:16:03;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:06:08;368
3945;14.06.2019 18:12:05;B;Servicio con demora debido a la atención médica a un usuario;00:02:03;123
3946;13.06.2019 16:50:10;D;Los trenes ya se detienen en todas las estaciones;00:01:52;112
3947;13.06.2019 15:46:02;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;01:02:10;3730
3948;13.06.2019 00:16:10;E;Servicio limitado Bolívar y P. de los Virreyes;00:01:55;115
3949;12.06.2019 23:52:03;B;Servicio con demora;00:48:03;2883
3950;12.06.2019 23:48:09;E;Servicio limitado Bolívar y P. de los Virreyes;00:23:53;1433
3951;12.06.2019 23:16:05;E;Interrupción debido a un problema técnico en una formación;00:30:04;1804
3952;12.06.2019 23:02:09;E;Servicio Limitado entre Retiro y Entre Ríos;00:11:57;717
3953;12.06.2019 22:50:13;E;Servicio con demora debido a un problema técnico en una formación;00:09:51;591
3954;12.06.2019 21:26:02;A;Ya circula con su frecuencia habitual;00:02:01;121
3955;12.06.2019 21:18:12;A;Servicio con demora debido a un problema técnico;00:05:51;351
3956;12.06.2019 21:02:03;B;Servicio Limitado entre J. M. de Rosas y Medrano;02:46:06;9966
3957;12.06.2019 20:50:12;B;Servicio con demora debido a un problema técnico en una formación;00:09:51;591
3958;12.06.2019 20:50:12;D;Ya circula con su frecuencia habitual;00:01:50;110
3959;12.06.2019 20:26:05;D;Servicio con demora debido a un problema técnico en una formación;00:22:03;1323
3960;12.06.2019 20:04:04;P;Los trenes ya se detienen en todas las estaciones;00:10:07;607
3961;12.06.2019 16:40:04;P;Los trenes no se detienen en Ana María Janer por obras de mejora;03:22:04;12124
3962;12.06.2019 13:32:02;A;Ya circula con su frecuencia habitual;00:02:00;120
3963;12.06.2019 13:20:05;E;Ya circula con su frecuencia habitual;00:03:57;237
3964;12.06.2019 12:56:02;E;Servicio con demora debido a un problema técnico;00:22:00;1320
3965;12.06.2019 12:32:10;A;Servicio con demora debido a un problema técnico;00:57:56;3476
3966;10.06.2019 22:14:04;A;Ya circula con su frecuencia habitual;00:01:58;118
3967;10.06.2019 22:06:04;A;Servicio con demora;00:06:00;360
3968;10.06.2019 22:02:11;A;Ya realiza su recorrido completo entre cabeceras;00:01:58;118
3969;10.06.2019 21:48:04;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:12:09;729
3970;10.06.2019 21:44:11;A;Con demora debido a la atención médica a un usuario a bordo de formación;00:01:52;112
3971;10.06.2019 21:44:11;D;Servicio limitado entre Catedral-Aguero y Congreso de Tucumán- Scalabrini Ortiz;00:01:52;112
3972;10.06.2019 21:10:02;B;Servicio con demora;00:20:04;1204
3973;10.06.2019 20:54:09;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:11:53;713
3974;10.06.2019 15:14:11;E;Ya circula con su frecuencia habitual;00:04:00;240
3975;10.06.2019 14:06:11;E;Servicio con demora debido a un problema técnico en una formación;01:06:00;3960
3976;10.06.2019 12:52:09;D;Servicio con demora debido a un problema técnico en una formación;00:59:54;3594
3977;09.06.2019 12:00:02;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:06;126
3978;09.06.2019 11:48:05;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:09:57;597
3979;08.06.2019 16:48:07;E;Ya realiza su recorrido completo entre cabeceras;00:06:01;361
3980;08.06.2019 16:08:09;E;Servicio limitado entre Retiro y Belgrano;00:37:53;2273
3981;08.06.2019 15:42:07;E;Interrupción debido a un problema técnico;00:23:55;1435
3982;08.06.2019 15:30:11;B;Ya realiza su recorrido completo entre cabeceras;00:03:51;231
3983;08.06.2019 15:02:04;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:26:06;1566
3984;08.06.2019 14:22:02;P;Servicio interrumpido;05:26:02;19562
3985;08.06.2019 14:12:10;E;Servicio limitado entre Retiro y Belgrano;01:27:55;5275
3986;08.06.2019 14:08:02;E;Servicio imitado entre Retiro y Belgrano;00:02:00;120
3987;08.06.2019 13:50:02;E;Servicio limitado entre Retiro y Belgrano por arrollamiento de persona;00:16:07;967
3988;08.06.2019 11:44:02;E;Servicio imitado entre Retiro y Belgrano;02:04:02;7442
3989;07.06.2019 22:30:07;B;Ya circula con su frecuencia habitual;00:01:55;115
3990;07.06.2019 22:12:02;B;Servicio con demora;00:15:59;959
3991;07.06.2019 20:28:02;H;Ya circula con su frecuencia habitual;00:02:00;120
3992;07.06.2019 19:40:03;H;Servicio con demora debido a un problema técnico en una formación;00:46:07;2767
3993;07.06.2019 19:08:05;D;Ya circula con su frecuencia habitual;00:01:58;118
3994;07.06.2019 18:58:02;A;Ya circula con su frecuencia habitual;00:02:00;120
3995;07.06.2019 18:42:10;A;Servicio con demora;00:13:52;832
3996;07.06.2019 18:38:04;D;Servicio con demora;00:27:57;1677
3997;07.06.2019 18:34:02;D;Ya realiza su recorrido completo entre cabeceras;00:02:02;122
3998;07.06.2019 18:24:08;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:13:56;836
3999;07.06.2019 18:22:05;D;Servicio limitado entre Catedral y Carranza;00:09:59;599
4000;07.06.2019 18:18:02;D;Servicio con demora debido a un problema técnico en una formación;00:02:07;127
4001;07.06.2019 17:42:08;A;Servicio con demora debido a un problema técnico;00:39:57;2397
4002;06.06.2019 20:46:04;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:04;124
4003;06.06.2019 19:50:02;P;Servicio interrumpido;00:54:00;3240
4004;06.06.2019 00:02:04;H;Servicio limitado entre las Heras y Hospitales;00:05:59;359
4005;05.06.2019 23:30:03;H;Servicio con demora;00:13:59;839
4006;05.06.2019 17:20:04;D;Ya circula con su frecuencia habitual;00:01:58;118
4007;05.06.2019 17:08:02;D;Servicio con demora;00:10:02;602
4008;05.06.2019 17:04:14;D;Ya realiza su recorrido completo entre cabeceras;00:01:58;118
4009;05.06.2019 16:50:02;D;Servicios limitados: Catedral-Agüero y Palermo-Congreso de Tucumán;00:12:00;720
4010;05.06.2019 16:46:10;D;Servicio limitado entre Catedral y Aguero;00:01:52;112
4011;04.06.2019 16:56:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:09;129
4012;04.06.2019 16:36:10;P;Interrupción debido a un problema técnico en una formación;00:17:57;1077
4013;03.06.2019 16:32:16;E;Ya circula con su frecuencia habitual;00:03:46;226
4014;03.06.2019 15:22:14;E;Servicio con demora debido a un problema técnico en una formación;01:07:48;4068
4015;03.06.2019 13:20:04;E;Ya realiza el recorrido completo entre Virreyes y la nueva cabecera Retiro;01:30:00;5400
4016;03.06.2019 13:04:09;E;Ya realiza el recorrido completo entre Virreyes y la nueva cabecera Retiro;00:09:59;599
4017;03.06.2019 10:48:12;D;Ya circula con su frecuencia habitual;00:01:51;111
4018;03.06.2019 10:32:04;D;Con demora debido a la atención médica a un usuario a bordo de formación;00:13:58;838
4019;03.06.2019 09:36:12;E;Ya circula con su frecuencia habitual;00:01:52;112
4020;03.06.2019 09:26:02;E;Servicio con demora;00:08:09;489
4021;03.06.2019 08:54:05;E;Servicio limitado entre Bolívar y Entre Ríos;00:26:06;1566
4022;02.06.2019 22:50:12;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:03:52;232
4023;02.06.2019 19:12:09;H;Ya realiza su recorrido completo entre cabeceras;00:07:55;475
4024;02.06.2019 18:52:10;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:17:58;1078
4025;01.06.2019 11:40:02;E;Ya realiza su recorrido completo entre cabeceras;00:04:03;243
4026;01.06.2019 11:34:10;E;Servicio limitado entre Bolívar y Entre Ríos;00:03:52;232
4027;01.06.2019 01:50:12;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:55;355
4028;01.06.2019 01:44:10;E;Interrupción debido a un problema técnico en una formación;00:03:53;233
4029;31.05.2019 22:22:02;D;Ya circula con su frecuencia habitual;00:02:08;128
4030;31.05.2019 21:50:03;D;Servicio con demora;00:30:08;1808
4031;31.05.2019 21:46:02;D;Ya realiza su recorrido completo entre cabeceras;00:02:00;120
4032;31.05.2019 21:42:04;B;Servicio con demora;01:33:58;5638
4033;31.05.2019 21:40:05;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:03:58;238
4034;31.05.2019 21:22:03;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:15:59;959
4035;31.05.2019 21:16:10;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:03:54;234
4036;31.05.2019 18:32:02;B;Los trenes no se detienen en Medrano;02:42:01;9721
4037;31.05.2019 17:58:03;B;Los trenes no se detienen en Medrano;00:32:08;1928
4038;31.05.2019 17:34:03;B;Trenes con destino a Juan Manuel de Rosas no se detienen en Medrano;00:22:00;1320
4039;31.05.2019 14:18:02;D;Ya circula con su frecuencia habitual;00:16:03;963
4040;31.05.2019 14:06:05;D;Con demora debido a la atención médica a un usuario a bordo de formación;00:10:03;603
4041;31.05.2019 14:00:12;E;Ya circula con su frecuencia habitual;00:01:53;113
4042;31.05.2019 13:40:12;E;Servicio con demora debido a un problema técnico en una formación;00:17:50;1070
4043;31.05.2019 13:18:13;A;Ya circula con su frecuencia habitual;00:01:58;118
4044;31.05.2019 13:00:12;A;Servicio con demora debido a la atención médica a un usuario;00:15:53;953
4045;30.05.2019 13:02:05;C;Ya circula con su frecuencia habitual;00:02:05;125
4046;30.05.2019 12:42:08;C;Servicio con demora;00:15:55;955
4047;30.05.2019 12:38:08;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:54;114
4048;30.05.2019 12:24:11;D;Servicio con demora debido a un problema técnico en una formación;00:07:59;479
4049;30.05.2019 11:58:02;C;Interrupción debido a un problema técnico;00:38:05;2285
4050;30.05.2019 11:42:04;C;Interrumpida debido a la atención médica a un usuario;00:14:00;840
4051;30.05.2019 11:14:02;E;Ya circula con su frecuencia habitual;00:08:08;488
4052;30.05.2019 10:12:04;E;Servicio con demora debido a un problema técnico en una formación;01:00:07;3607
4053;29.05.2019 09:24:11;C;Servicio interrumpido por medida de fuerza gremial;19:33:52;70432
4054;29.05.2019 09:24:11;D;Servicio interrumpido por medida de fuerza gremial;19:33:52;70432
4055;29.05.2019 09:24:11;E;Servicio interrumpido por medida de fuerza gremial;19:33:52;70432
4056;29.05.2019 09:24:11;H;Servicio interrumpido por medida de fuerza gremial;19:33:52;70432
4057;29.05.2019 09:24:11;P;Servicio interrumpido por medida de fuerza gremial;19:33:52;70432
4058;29.05.2019 08:26:11;A;Servicio interrumpido por medida de fuerza gremial;20:31:52;73912
4059;29.05.2019 08:26:11;B;Servicio interrumpido por medida de fuerza gremial;20:31:52;73912
4060;29.05.2019 08:26:11;C;Servicio interrumpido por medida de fuerza gremial;00:53:51;3231
4061;29.05.2019 08:26:11;D;Servicio interrumpido por medida de fuerza gremial;00:53:51;3231
4062;29.05.2019 08:26:11;E;Servicio interrumpido por medida de fuerza gremial;00:53:51;3231
4063;29.05.2019 08:26:11;H;Servicio interrumpido por medida de fuerza gremial;00:53:51;3231
4064;29.05.2019 08:26:11;P;Servicio interrumpido por medida de fuerza gremial;00:53:51;3231
4065;29.05.2019 08:26:11;U;Servicio interrumpido por medida de fuerza gremial;20:31:52;73912
4066;28.05.2019 17:34:11;E;Servicio con demora debido a un problema técnico en una formación;00:11:54;714
4067;28.05.2019 16:00:12;B;Ya realiza su recorrido completo entre cabeceras;00:05:50;350
4068;28.05.2019 15:56:03;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:02:01;121
4069;27.05.2019 22:18:02;D;Ya circula con su frecuencia habitual;00:02:04;124
4070;27.05.2019 22:18:02;E;Servicio con demora debido a un problema técnico en una formación;00:24:08;1448
4071;27.05.2019 21:56:11;D;Servicio con demora debido a un problema técnico;00:19:51;1191
4072;27.05.2019 20:48:02;B;Ya circula con su frecuencia habitual;00:02:00;120
4073;27.05.2019 20:30:11;B;Servicio con demora debido a un problema técnico en una formación;00:15:51;951
4074;27.05.2019 15:38:10;H;Ya circula con su frecuencia habitual;00:02:02;122
4075;27.05.2019 14:56:08;H;Servicio con demora;00:40:00;2400
4076;27.05.2019 14:48:08;H;Servicio limitado entre Corrientes y Hospitales;00:04:02;242
4077;27.05.2019 14:44:09;H;Servicio con demora debido a un problema técnico;00:01:59;119
4078;27.05.2019 14:38:11;B;Servicio con demora;00:21:51;1311
4079;27.05.2019 14:22:02;B;Servicio limitado entre Alem - Gallardo y Dorrego-Rosas;00:12:08;728
4080;27.05.2019 14:14:09;B;Servicio con demora debido a un problema técnico en una formación;00:06:02;362
4081;27.05.2019 12:12:02;D;Servicio con demora debido a un problema técnico;01:30:02;5402
4082;27.05.2019 11:52:10;E;Ya circula con su frecuencia habitual;00:08:00;480
4083;27.05.2019 11:18:10;E;Servicio con demora por trabajos vinculados a la extensión de la línea.;00:31:52;1912
4084;27.05.2019 00:16:02;E;Ya realiza el recorrido completo entre cabeceras;00:05:59;359
4085;26.05.2019 23:34:02;E;Servicio limitado entre Bolívar y Entre Ríos;00:38:01;2281
4086;25.05.2019 14:44:09;A;Ya realiza su recorrido completo entre cabeceras;00:59:59;3599
4087;25.05.2019 14:44:09;D;Ya realiza su recorrido completo entre cabeceras;00:59:59;3599
4088;25.05.2019 14:44:09;E;Ya realiza su recorrido completo entre cabeceras;00:59:59;3599
4089;25.05.2019 11:00:02;D;Por operativo de seguridad en la vía pública Servicio limitado 9 de Julio - C. de Tucumán;03:35:59;12959
4090;25.05.2019 11:00:02;E;Por operativo de seguridad en la vía pública :Servicio limitado entre Belgrano y Virreyes;03:35:59;12959
4091;25.05.2019 10:58:04;A;Por operativo de seguridad en la vía pública : Servicio limitado Perú - San Pedrito;03:37:57;13077
4092;25.05.2019 00:44:10;D;Servicio con demora debido a un problema técnico;00:17:57;1077
4093;25.05.2019 00:26:04;D;Servicio con demora por obras de mejora;00:14:06;846
4094;25.05.2019 00:06:02;H;Servicio Limitado entre Facultad de Derecho y Parque Patricios;00:10:00;600
4095;24.05.2019 23:02:10;A;Ya circula con su frecuencia habitual;00:01:53;113
4096;24.05.2019 22:50:04;A;Servicio con demora debido a un problema técnico;00:09:58;598
4097;24.05.2019 21:58:03;B;Servicio con demora;00:16:06;966
4098;24.05.2019 19:24:07;C;Ya circula con su frecuencia habitual;00:03:55;235
4099;24.05.2019 18:58:09;C;Servicio con demora debido a la atención médica a un usuario;00:23:58;1438
4100;24.05.2019 17:38:09;E;Servicio limitado entre Bolívar y Entre Ríos;00:13:58;838
4101;24.05.2019 17:30:10;E;Servicio con demora;00:05:59;359
4102;24.05.2019 17:26:04;E;Ya realiza su recorrido completo entre cabeceras;00:02:00;120
4103;24.05.2019 17:04:08;E;Servicio limitado entre Bolívar y Entre Ríos;00:19:56;1196
4104;24.05.2019 15:42:08;E;Ya circula con su frecuencia habitual;00:02:02;122
4105;24.05.2019 15:24:03;E;Servicio con demora debido a un problema técnico en una formación;00:16:05;965
4106;24.05.2019 12:18:02;D;Ya circula con su frecuencia habitual;00:02:00;120
4107;24.05.2019 12:04:08;B;Ya circula con su frecuencia habitual;00:03:54;234
4108;24.05.2019 11:52:10;B;Servicio con demora debido a la atención médica a un usuario;00:09:54;594
4109;24.05.2019 11:42:07;D;Servicio con demora;00:33:55;2035
4110;24.05.2019 11:34:04;B;Con demora debido a la atención médica a un usuario a bordo de formación;00:16:05;965
4111;23.05.2019 23:24:04;D;Ya circula con su frecuencia habitual;00:03:58;238
4112;23.05.2019 22:30:02;D;Servicio con demora;00:52:00;3120
4113;23.05.2019 22:14:02;D;Ya circula con su frecuencia habitual;00:02:07;127
4114;23.05.2019 21:36:08;D;Servicio con demora;00:36:01;2161
4115;23.05.2019 20:58:07;D;Ya circula con su frecuencia habitual;00:01:55;115
4116;23.05.2019 20:34:02;D;Servicio con demora debido a un problema técnico en una formación;00:22:00;1320
4117;23.05.2019 20:34:02;E;Ya circula con su frecuencia habitual;00:04:07;247
4118;23.05.2019 18:44:04;D;Ya circula con su frecuencia habitual;00:05:57;357
4119;23.05.2019 18:02:04;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:04;124
4120;23.05.2019 17:40:10;E;Servicio con demora por trabajos vinculados a la extensión de la línea.;02:51:59;10319
4121;23.05.2019 17:34:01;P;Interrupción debido a un problema técnico;00:26:00;1560
4122;23.05.2019 17:30:02;E;Servicio con demora por trabajos vinculados a la extensión de la línea.;00:06:02;362
4123;23.05.2019 17:24:10;E;Ya realiza su recorrido completo entre cabeceras;00:03:52;232
4124;23.05.2019 16:48:02;E;Servicio limitado: Bolívar - Entre Ríos por trabajos vinculados a la extensión.;00:34:07;2047
4125;23.05.2019 16:16:04;D;Servicio con demora debido a un problema técnico;02:25:58;8758
4126;23.05.2019 15:46:02;E;Servicio limitado: Bolívar - Entre Ríos por trabajos vinculados a la extensión.;00:58:05;3485
4127;23.05.2019 15:40:09;E;Servicio limitado entre Bolívar y Entre Ríos;00:03:58;238
4128;23.05.2019 13:20:06;E;Servicio limitado entre Bolívar y Entre Ríos;02:11:58;7918
4129;23.05.2019 12:44:10;E;Servicio con demora;00:33:52;2032
4130;23.05.2019 12:40:02;E;Ya realiza su recorrido completo entre cabeceras;00:02:00;120
4131;23.05.2019 12:32:02;E;Servicio limitado entre Pza. de los Virreyes y San José;00:06:07;367
4132;23.05.2019 11:38:02;D;Ya circula con su frecuencia habitual;00:04:05;245
4133;23.05.2019 11:20:11;D;Servicio con demora debido a un problema técnico en una formación;00:15:57;957
4134;23.05.2019 11:12:02;D;Ya realiza su recorrido completo entre cabeceras;00:06:06;366
4135;23.05.2019 11:02:09;D;Servicio limitado entre Catedral y Aguero;00:07:53;473
4136;23.05.2019 08:42:04;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:58;238
4137;23.05.2019 08:36:09;C;Servicio interrumpido;00:01:55;115
4138;22.05.2019 22:08:07;B;Ya circula con su frecuencia habitual;00:03:56;236
4139;22.05.2019 21:28:02;B;Servicio con demora debido a un problema técnico en una formación;00:38:02;2282
4140;22.05.2019 20:30:10;H;Servicio con demora debido a un problema técnico en una formación;00:20:00;1200
4141;22.05.2019 20:08:04;P;Los trenes ya se detienen en todas las estaciones;00:18:05;1085
4142;22.05.2019 16:40:02;P;Por obras de mejora los trenes no se detienen en Mariano Acosta.;03:26:05;12365
4143;22.05.2019 15:58:09;E;Servicio con demora debido a un problema técnico en una formación;00:25:59;1559
4144;22.05.2019 15:44:02;A;Servicio con demora;00:11:59;719
4145;22.05.2019 10:12:09;C;Ya circula con su frecuencia habitual;00:03:55;235
4146;22.05.2019 10:02:02;C;Servicio con demora;00:08:09;489
4147;22.05.2019 09:46:01;C;Interrupción debido a un problema técnico en una formación;00:12:01;721
4148;21.05.2019 20:04:08;E;Ya circula con su frecuencia habitual;00:02:02;122
4149;21.05.2019 19:18:09;E;Servicio con demora debido a un problema técnico en una formación;00:43:55;2635
4150;21.05.2019 17:20:04;C;Servicio con demora debido a un problema técnico;00:24:00;1440
4151;21.05.2019 09:48:01;B;Servicio con demora debido a un problema técnico;00:20:07;1207
4152;21.05.2019 09:30:09;D;Los trenes ya se detienen en todas las estaciones;00:05:52;352
4153;21.05.2019 09:12:04;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;00:15:58;958
4154;21.05.2019 08:32:08;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;00:37:54;2274
4155;21.05.2019 08:18:09;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;00:12:00;720
4156;20.05.2019 17:24:03;C;Servicio con demora;00:26:05;1565
4157;20.05.2019 17:18:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:09;129
4158;20.05.2019 16:36:12;C;Interrupción debido a un problema técnico en una formación;00:39:51;2391
4159;20.05.2019 00:18:04;E;Servicio limitado entre Pza. de los Virreyes y San José;00:27:57;1677
4160;19.05.2019 14:36:01;E;Servicio con demora;00:34:01;2041
4161;18.05.2019 09:04:07;E;Sin servicio por obras vinculadas con su extensión.;17:51:54;64314
4162;17.05.2019 21:00:03;D;Ya circula con su frecuencia habitual;00:02:01;121
4163;17.05.2019 20:44:08;D;Con demora por presencia de persona en la zona de vías;00:13:56;836
4164;17.05.2019 18:50:10;H;Ya circula con su frecuencia habitual;00:01:52;112
4165;17.05.2019 18:32:03;H;Servicio con demora debido a un problema técnico en una formación;00:16:06;966
4166;17.05.2019 18:00:09;D;Ya circula con su frecuencia habitual;00:04:00;240
4167;17.05.2019 17:38:04;D;Servicio con demora debido a un problema técnico en una formación;00:19:58;1198
4168;17.05.2019 14:48:02;D;Ya circula con su frecuencia habitual;00:02:00;120
4169;17.05.2019 14:28:02;D;Servicio con demora debido a un problema técnico en una formación;00:17:59;1079
4170;17.05.2019 14:26:03;E;Ya circula con su frecuencia habitual;00:04:00;240
4171;17.05.2019 13:56:03;E;Servicio con demora debido a un problema técnico en una formación;00:28:00;1680
4172;16.05.2019 20:16:04;H;Ya realiza su recorrido completo entre cabeceras;00:02:10;130
4173;16.05.2019 20:00:15;H;Servicio limitado entre las estaciones Facultad de Derecho y Corrientes;00:14:00;840
4174;16.05.2019 18:32:15;A;Los trenes ya se detienen en todas las estaciones;00:03:59;239
4175;16.05.2019 18:24:03;A;Los trenes no se detienen en Plaza Miserere;00:06:01;361
4176;16.05.2019 16:16:10;A;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4177;16.05.2019 16:16:10;B;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4178;16.05.2019 16:16:10;C;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4179;16.05.2019 16:16:10;D;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4180;16.05.2019 16:16:10;E;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4181;16.05.2019 16:16:10;H;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4182;16.05.2019 16:16:10;P;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4183;16.05.2019 16:16:10;U;Estamos haciendo una prueba de publicación.. Estamos haciendo una prueba de publicación..;00:21:52;1312
4184;16.05.2019 15:54:08;E;Mensaje de prueba mensaje de prueba;00:11:59;719
4185;16.05.2019 15:42:09;H;Ya circula con su frecuencia habitual;00:03:59;239
4186;16.05.2019 15:20:02;H;Servicio con demora debido a un problema técnico en una formación;00:20:09;1209
4187;16.05.2019 12:08:02;E;Servicio con demora debido a un problema técnico en una formación;00:12:07;727
4188;16.05.2019 10:06:02;D;Ya circula con su frecuencia habitual;00:04:05;245
4189;16.05.2019 09:58:08;D;Servicio con demora;00:05:54;354
4190;16.05.2019 09:54:08;D;Ya realiza su recorrido completo entre cabeceras;00:01:54;114
4191;16.05.2019 09:46:03;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:05:58;358
4192;15.05.2019 16:46:09;B;Servicio con demora;00:15:53;953
4193;15.05.2019 15:56:09;P;Mensaje de prueba mensaje de prueba;00:56:00;3360
4194;15.05.2019 14:40:01;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:08;128
4195;14.05.2019 12:50:02;H;Ya circula con su frecuencia habitual;00:04:00;240
4196;14.05.2019 12:22:02;H;Servicio con demora;00:26:01;1561
4197;14.05.2019 11:04:04;E;Ya circula con su frecuencia habitual;00:02:04;124
4198;14.05.2019 10:30:03;E;Servicio con demora;00:32:05;1925
4199;14.05.2019 10:26:10;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59;119
4200;14.05.2019 10:22:08;E;Servicio interrumpido;00:02:00;120
4201;14.05.2019 09:22:09;E;Ya circula con su frecuencia habitual;00:11:59;719
4202;14.05.2019 09:14:01;E;Ya circula con su frecuencia habitual;00:06:03;363
4203;14.05.2019 08:54:09;E;Servicio con demora por obras de mejora;00:18:00;1080
4204;14.05.2019 00:14:09;E;Ya realiza su recorrido completo entre cabeceras;00:05:59;359
4205;14.05.2019 00:08:01;E;Servicio limitado entre Pza. de los Virreyes y San José;00:04:01;241
4206;13.05.2019 23:36:02;D;Ya realiza su recorrido completo entre cabeceras;00:05:59;359
4207;13.05.2019 23:20:04;D;Servicio limitado entre Catedral y J.Hernández;00:14:04;844
4208;13.05.2019 14:46:10;E;Ya circula con su frecuencia habitual;00:01:53;113
4209;13.05.2019 14:40:04;E;Servicio con demora debido a un problema técnico en una formación;00:03:59;239
4210;13.05.2019 14:22:02;E;Ya circula con su frecuencia habitual;00:02:01;121
4211;13.05.2019 14:08:03;E;Servicio con demora debido a un problema técnico en una formación;00:12:09;729
4212;13.05.2019 11:22:12;U;Ya circula con su frecuencia habitual;00:13:58;838
4213;13.05.2019 10:38:04;U;Servicio con demora;00:42:09;2529
4214;11.05.2019 23:58:10;B;Servicio limitado entre L. N. Alem y Los Incas;01:08:00;4080
4215;11.05.2019 08:56:02;E;Sin servicio por obras vinculadas con su extensión.;18:40:02;67202
4216;11.05.2019 00:32:08;E;Sin servicio por obras vinculadas con su extensión.;02:11:56;7916
4217;10.05.2019 20:14:04;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:05;125
4218;10.05.2019 19:52:02;P;Interrupción debido a un problema técnico;00:20:06;1206
4219;10.05.2019 19:48:02;P;Servicio interrumpido;00:02:00;120
4220;10.05.2019 19:10:13;E;Ya circula con su frecuencia habitual;00:01:56;116
4221;10.05.2019 18:50:10;E;Servicio con demora debido a un problema técnico en una formación;00:17:54;1074
4222;10.05.2019 18:34:10;D;Servicio con demora;00:13:54;834
4223;10.05.2019 18:30:05;D;Ya realiza su recorrido completo entre cabeceras;00:02:05;125
4224;10.05.2019 18:22:03;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:06:00;360
4225;10.05.2019 17:02:04;B;Servicio con demora;00:16:00;960
4226;10.05.2019 16:58:04;B;Ya realiza su recorrido completo entre cabeceras;00:02:00;120
4227;10.05.2019 16:34:02;B;Servicio limitado entre Alem - Gallardo y Dorrego-Rosas;00:22:01;1321
4228;10.05.2019 16:28:03;B;Servicio limitado entre L. N. Alem y Angel Gallardo;00:04:02;242
4229;10.05.2019 16:22:08;B;Servicio con demora debido a un problema técnico;00:04:03;243
4230;10.05.2019 15:52:03;E;Ya circula con su frecuencia habitual;00:06:00;360
4231;10.05.2019 15:04:08;E;Servicio con demora debido a un problema técnico en una formación;00:45:56;2756
4232;10.05.2019 14:28:04;B;Ya circula con su frecuencia habitual;00:03:58;238
4233;10.05.2019 14:14:10;B;Servicio con demora;00:11:53;713
