orden;Fecha;Linea;Mensaje;Duración;segundos
239;28.10.2020 11:30:03;E;Normaliza su servicio;00:09:59;599
240;28.10.2020 10:40:02;E;Servicio con demora;00:48:00;2880
241;28.10.2020 09:06:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
242;28.10.2020 09:06:03;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
243;28.10.2020 09:06:03;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
244;28.10.2020 09:06:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;01:31:58;5518
245;28.10.2020 09:06:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
246;28.10.2020 09:04:01;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:01;86161
247;27.10.2020 11:02:02;P;Ya realiza su recorrido completo entre cabeceras;00:18:00;1080
248;27.10.2020 10:52:02;P;Servicio limitado entre las estaciones Intendente Saguier y General Savio;00:08:00;480
249;27.10.2020 10:44:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;22:14:00;80040
250;27.10.2020 10:40:02;E;Normaliza su servicio;00:01:59;119
251;27.10.2020 09:24:03;E;Servicio con demora;01:14:00;4440
252;27.10.2020 09:04:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00;86040
253;27.10.2020 09:04:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00;86040
254;27.10.2020 09:04:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;00:18:00;1080
255;27.10.2020 09:04:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:00;86040
256;27.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
257;27.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
258;26.10.2020 18:56:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01;121
259;26.10.2020 18:14:02;P;Servicio interrumpido debido a una causa técnica;00:40:00;2400
260;26.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
261;26.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
262;26.10.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
263;26.10.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
264;26.10.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
265;26.10.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:59;86039
266;25.10.2020 13:02:01;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:48:01;71281
267;25.10.2020 11:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00;78480
268;25.10.2020 11:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:00;78720
269;25.10.2020 11:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00;78480
270;25.10.2020 11:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00;78480
271;25.10.2020 11:02:02;E;Inicia servicio a las 10hs por obras de mejora.;01:58:00;7080
272;25.10.2020 11:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:48:00;78480
273;24.10.2020 09:00:11;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
274;24.10.2020 09:00:11;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
275;24.10.2020 09:00:11;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
276;24.10.2020 09:00:11;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
277;24.10.2020 09:00:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
278;24.10.2020 09:00:11;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:57:51;93471
279;23.10.2020 14:08:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;18:47:52;67672
280;23.10.2020 14:04:03;E;Normaliza su servicio;00:02:03;123
281;23.10.2020 13:58:03;E;Servicio con demora;00:04:12;252
282;23.10.2020 09:48:14;U;Servicio con demora.;00:07:48;468
283;23.10.2020 09:02:07;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
284;23.10.2020 09:02:07;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
285;23.10.2020 09:02:07;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
286;23.10.2020 09:02:07;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
287;23.10.2020 09:02:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;04:54:08;17648
288;23.10.2020 09:02:07;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
289;22.10.2020 17:36:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;15:15:52;54952
290;22.10.2020 17:32:07;E;Normaliza su servicio;00:01:59;119
291;22.10.2020 16:14:06;E;Servicio con demora;01:16:01;4561
292;22.10.2020 09:06:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;07:06:02;25562
293;22.10.2020 09:06:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:46:00;85560
294;22.10.2020 09:04:12;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51;85671
295;22.10.2020 09:04:12;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51;85671
296;22.10.2020 09:04:12;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51;85671
297;22.10.2020 09:04:12;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:51;85671
298;21.10.2020 18:38:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;14:19:51;51591
299;21.10.2020 12:06:02;E;Los trenes no se detienen en la estación Bolivar;06:28:03;23283
300;21.10.2020 12:00:15;E;Ya realiza recorrido completo entre cabeceras.;00:03:47;227
301;21.10.2020 11:06:06;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Entre Ríos;00:51:59;3119
302;21.10.2020 09:04:05;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
303;21.10.2020 09:04:05;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
304;21.10.2020 09:04:05;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
305;21.10.2020 09:04:05;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
306;21.10.2020 09:04:05;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Av. La Plata;02:00:01;7201
307;21.10.2020 09:04:05;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
308;21.10.2020 01:04:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;07:53:56;28436
309;20.10.2020 23:54:11;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;09:03:52;32632
310;20.10.2020 23:50:03;C;Ya realiza recorrido completo entre cabeceras.;00:02:09;129
311;20.10.2020 23:00:03;C;Servicio limitado entre las estaciones Diagonal Norte y Constitución;00:48:03;2883
312;20.10.2020 23:00:03;E;Servicio interrumpido debido a una causa técnica.;02:02:07;7327
313;20.10.2020 22:22:09;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Entre Ríos;00:35:55;2155
314;20.10.2020 21:46:09;E;Servicio limitado entre las estaciones Plaza de los Virreyes y San José;00:33:54;2034
315;20.10.2020 12:52:05;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;20:05:58;72358
316;20.10.2020 12:48:11;D;Ya realiza recorrido completo entre cabeceras.;00:02:02;122
317;20.10.2020 12:14:03;D;Servicio limitado entre Catedral - Agüero y Palermo - Congreso de Tucumán;00:32:07;1927
318;20.10.2020 09:04:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01;86041
319;20.10.2020 09:04:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01;86041
320;20.10.2020 09:04:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;13:54:02;50042
321;20.10.2020 09:04:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;03:08:00;11280
322;20.10.2020 09:04:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;12:40:07;45607
323;20.10.2020 09:04:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:54:01;86041
324;19.10.2020 09:04:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
325;19.10.2020 09:04:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
326;19.10.2020 09:04:06;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
327;19.10.2020 09:04:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
328;19.10.2020 09:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
329;19.10.2020 09:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
330;18.10.2020 13:02:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:50:01;71401
331;18.10.2020 11:02:06;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02;78602
332;18.10.2020 11:02:06;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02;78602
333;18.10.2020 11:02:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02;78602
334;18.10.2020 11:02:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02;78602
335;18.10.2020 11:02:06;E;Inicia servicio a las 10hs por obras de mejora.;01:57:56;7076
336;18.10.2020 11:02:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:02;78602
337;16.10.2020 14:08:04;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;44:50:00;161400
338;16.10.2020 13:28:09;D;Ya realiza recorrido completo entre cabeceras.;00:38:02;2282
339;16.10.2020 13:08:09;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;00:17:55;1075
340;16.10.2020 13:04:06;D;Ya realiza recorrido completo entre cabeceras.;00:02:06;126
341;16.10.2020 12:30:15;D;Servicio limitado entre las estaciones Congreso de Tucumán y 9 de Julio;00:31:47;1907
342;16.10.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02;179762
343;16.10.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02;179762
344;16.10.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02;179762
345;16.10.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;03:26:09;12369
346;16.10.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02;179762
347;16.10.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;49:56:02;179762
348;15.10.2020 14:52:07;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;18:00:04;64804
349;15.10.2020 14:48:05;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:57;117
350;15.10.2020 14:28:05;C;Servicio interrumpido por manifestantes que impiden el servicio;00:17:59;1079
351;15.10.2020 09:02:10;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01;85801
352;15.10.2020 09:02:10;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01;85801
353;15.10.2020 09:02:10;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;05:23:57;19437
354;15.10.2020 09:02:10;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01;85801
355;15.10.2020 09:02:10;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01;85801
356;15.10.2020 09:02:10;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:01;85801
357;14.10.2020 09:04:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:03;85683
358;14.10.2020 09:02:08;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57;85797
359;14.10.2020 09:02:08;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57;85797
360;14.10.2020 09:02:08;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57;85797
361;14.10.2020 09:02:08;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57;85797
362;14.10.2020 09:02:08;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:49:57;85797
363;13.10.2020 15:34:05;U;Servicio limitado entre las estaciones Federico Lacroze y Campo de Mayo;02:00:00;7200
364;13.10.2020 13:46:05;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;19:08:00;68880
365;13.10.2020 13:16:05;E;Servicio con demora debido a una causa técnica.;00:25:57;1557
