orden;Fecha;Linea;Mensaje;Duración
4922;28.03.2019 22:38:09;B;Ya realiza su recorrido completo entre cabeceras;00:01:53
4923;28.03.2019 22:10:04;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:24:01
4924;28.03.2019 22:08:05;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
4925;28.03.2019 21:56:02;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:10:09
4926;28.03.2019 19:30:12;B;Ya circula con su frecuencia habitual;00:00:00
4927;28.03.2019 19:22:02;B;Servicio con demora debido a un problema técnico;00:06:09
4928;28.03.2019 18:14:08;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
4929;28.03.2019 18:10:13;C;Servicio interrumpido;00:01:55
4930;28.03.2019 16:46:21;B;Ya circula con su frecuencia habitual;00:05:42
4931;28.03.2019 16:34:04;B;Servicio con demora debido a un problema técnico;00:09:58
4932;28.03.2019 11:48:11;E;Ya circula con su frecuencia habitual;00:01:52
4933;28.03.2019 10:54:05;E;Servicio con demora;00:51:59
4934;28.03.2019 09:52:11;A;Ya realiza su recorrido completo entre cabeceras;00:01:51
4935;28.03.2019 09:02:03;A;Servicio Limitado entre Flores y Plaza de Mayo;00:48:06
4936;28.03.2019 00:42:07;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;02:23:57
4937;27.03.2019 22:42:10;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;01:57:55
4938;27.03.2019 20:50:09;P;Ya realiza su recorrido completo entre cabeceras;00:02:01
4939;27.03.2019 19:58:03;D;Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ort¡z;02:41:59
4940;27.03.2019 19:50:14;D;Los trenes no se detienen en Scalabrini Ortiz;00:06:02
4941;27.03.2019 18:34:08;P;Único destino: Centro Cívico;02:14:01
4942;27.03.2019 17:36:15;A;Ya circula con su frecuencia habitual;00:00:00
4943;27.03.2019 17:10:11;U;Ya realiza el recorrido completo entre cabeceras;00:03:56
4944;27.03.2019 17:08:02;A;Servicio con demora debido a un problema técnico;00:26:08
4945;27.03.2019 16:34:06;U;Servicios limitados: Lacroze - Lynch y Ejército de los Andes - Lemos;00:33:56
4946;27.03.2019 15:58:03;U;Servicio limitado entre Federico Lacroze y Fco. Lynch 12:56 hs.;00:34:00
4947;27.03.2019 15:34:04;U;Servicio interrumpido;00:21:59
4948;27.03.2019 11:52:02;E;Ya circula con su frecuencia habitual;00:04:08
4949;27.03.2019 11:26:04;E;Servicio con demora;00:24:02
4950;27.03.2019 11:26:04;H;Ya circula con su frecuencia habitual;00:00:00
4951;27.03.2019 11:16:03;H;Servicio con demora debido a un problema técnico en una formación;00:08:06
4952;27.03.2019 11:12:04;U;Ya circula con su frecuencia habitual;00:02:00
4953;27.03.2019 10:44:09;U;Servicio con demora;00:26:00
4954;27.03.2019 09:38:02;E;Ya circula con su frecuencia habitual;00:00:00
4955;27.03.2019 09:24:10;E;Servicio con demora debido a un problema técnico en una formación;00:11:54
4956;27.03.2019 02:02:04;U;Servicio con demora;02:17:58
4957;26.03.2019 21:12:02;D;Ya circula con su frecuencia habitual;00:02:06
4958;26.03.2019 20:58:11;D;Servicio con demora debido a un problema técnico en una formación;00:11:58
4959;26.03.2019 20:04:08;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
4960;26.03.2019 19:48:02;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:14:07
4961;26.03.2019 19:46:07;B;Servicio con demora debido a un problema técnico en una formación;00:00:00
4962;26.03.2019 18:50:03;E;Ya circula con su frecuencia habitual;00:02:07
4963;26.03.2019 18:46:10;E;Servicio con demora;00:01:52
4964;26.03.2019 18:44:09;U;Ya circula con su frecuencia habitual;00:05:54
4965;26.03.2019 18:42:10;E;Ya realiza su recorrido completo entre cabeceras;00:01:59
4966;26.03.2019 17:56:10;E;Servicio limitado entre Pza. de los Virreyes y San José;00:44:02
4967;26.03.2019 16:56:03;D;Ya circula con su frecuencia habitual;00:02:00
4968;26.03.2019 16:38:02;H;Ya circula con su frecuencia habitual;00:04:02
4969;26.03.2019 16:36:08;U;Servicio con demora debido a un problema técnico;02:06:02
4970;26.03.2019 16:14:11;D;Servicio con demora debido a un problema técnico;00:39:53
4971;26.03.2019 16:06:10;A;Ya circula con su frecuencia habitual;00:04:00
4972;26.03.2019 16:06:10;D;Ya circula con su frecuencia habitual;00:04:00
4973;26.03.2019 16:02:09;H;Servicio con demora debido a un problema técnico;00:33:59
4974;26.03.2019 16:00:05;H;Ya realiza su recorrido completo entre cabeceras;00:00:00
4975;26.03.2019 15:56:08;H;Servicio limitado entre las Heras y Hospitales;00:02:02
4976;26.03.2019 15:46:02;D;Servicio con demora debido a un problema técnico;00:18:01
4977;26.03.2019 15:36:10;H;Ya circula con su frecuencia habitual;00:04:01
4978;26.03.2019 15:28:11;A;Servicio con demora debido a un problema técnico;00:35:52
4979;26.03.2019 15:24:04;H;Con demora por una formación detenida debido a un problema técnico;00:10:06
4980;26.03.2019 12:20:10;H;Ya circula con su frecuencia habitual;00:03:52
4981;26.03.2019 12:06:04;H;Con demora por una formación detenida debido a un problema técnico;00:12:07
4982;26.03.2019 11:04:09;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:55
4983;26.03.2019 10:46:03;C;Interrupción por una formación detenida debido a un problema técnico;00:16:06
4984;25.03.2019 21:36:03;D;Ya circula con su frecuencia habitual;00:00:00
4985;25.03.2019 21:26:08;D;Servicio con demora debido a un problema técnico en una formación;00:07:56
4986;25.03.2019 19:00:07;B;Servicio Limitado entre Rosas y Florida por operativo de seguridad en la vía pública;07:57:57
4987;25.03.2019 14:44:11;B;Ya circula con su frecuencia habitual;00:01:59
4988;25.03.2019 14:32:09;B;Servicio con demora;00:09:55
4989;25.03.2019 12:06:08;E;Ya circula con su frecuencia habitual;00:02:01
4990;25.03.2019 11:38:09;E;Servicio con demora debido a un problema técnico en una formación;00:26:00
4991;24.03.2019 21:12:04;E;Servicio limitado entre Pza. de los Virreyes y San José;00:05:59
4992;24.03.2019 14:40:03;A;Servicio limitado entre Perú y San Pedrito;10:52:01
4993;24.03.2019 14:40:03;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;10:58:01
4994;24.03.2019 11:58:03;A;Servicio limitado entre Perú y San Pedrito;02:32:12
4995;24.03.2019 10:56:10;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;03:34:05
4996;23.03.2019 19:42:07;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;09:56:03
4997;23.03.2019 19:32:02;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:07
4998;23.03.2019 18:52:11;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:37:52
4999;23.03.2019 08:08:10;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;10:42:01
5000;22.03.2019 23:18:02;D;Ya circula con su frecuencia habitual;00:02:01
5001;22.03.2019 22:14:10;D;Servicio con demora;01:01:57
5002;22.03.2019 22:10:02;D;Ya realiza su recorrido completo entre cabeceras;00:02:07
5003;22.03.2019 22:00:03;D;Servicio limitado entre Catedral Y Plaza Italia;00:08:04
5004;22.03.2019 20:58:10;D;Ya circula con su frecuencia habitual;00:00:00
5005;22.03.2019 20:50:05;D;Servicio con demora debido a un problema técnico en una formación;00:06:10
5006;22.03.2019 18:50:11;H;Los trenes ya se detienen en todas las estaciones;00:03:51
5007;22.03.2019 17:22:02;E;Ya realiza su recorrido completo entre cabeceras;00:04:02
5008;22.03.2019 17:16:03;E;Servicio limitado entre Bolívar y Entre Ríos;00:04:00
5009;22.03.2019 17:12:10;E;Servicio con demora debido a un problema técnico en una formación;00:01:52
5010;22.03.2019 13:10:04;U;Ya circula con su frecuencia habitual;00:12:00
5011;22.03.2019 12:20:10;U;Servicio con demora por atención médica a un usuario;00:47:52
5012;22.03.2019 10:54:04;U;Ya circula con su frecuencia habitual;00:01:58
5013;22.03.2019 10:46:02;U;Servicio con demora;00:06:06
5014;22.03.2019 08:04:02;H;Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales;10:44:07
5015;21.03.2019 23:14:02;E;Ya circula con su frecuencia habitual;00:04:00
5016;21.03.2019 19:52:03;E;Servicio con demora debido a un problema técnico en una formación;03:20:06
5017;21.03.2019 18:34:02;D;Ya circula con su frecuencia habitual;00:02:01
5018;21.03.2019 18:18:08;D;Servicio con demora debido a un problema técnico en una formación;00:13:54
5019;21.03.2019 15:42:04;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5020;21.03.2019 15:18:02;E;Ya circula con su frecuencia habitual;00:04:01
5021;21.03.2019 14:34:14;E;Con demora por una formación detenida debido a un problema técnico;00:41:49
5022;21.03.2019 14:32:10;P;Interrumpida por medida de fuerza gremial;01:07:52
5023;21.03.2019 11:48:02;U;Ya circula con su frecuencia habitual;00:04:08
5024;21.03.2019 10:40:04;U;Servicio con demora debido a un problema técnico;01:05:58
5025;21.03.2019 10:38:04;B;Ya circula con su frecuencia habitual;00:00:00
5026;21.03.2019 10:18:10;B;Servicio con demora debido a un problema técnico en una formación;00:17:53
5027;21.03.2019 08:12:09;H;Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales;18:52:00
5028;21.03.2019 01:18:09;D;Servicio limitado entre Corrientes y Las Heras;00:06:05
5029;20.03.2019 14:20:02;B;Ya circula con su frecuencia habitual;00:04:00
5030;20.03.2019 14:08:07;B;Servicio con demora debido a un problema técnico;00:09:55
5031;20.03.2019 14:04:07;B;Ya realiza su recorrido completo entre cabeceras;00:01:57
5032;20.03.2019 13:56:11;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:05:56
5033;20.03.2019 13:50:02;E;Ya circula con su frecuencia habitual;00:00:00
5034;20.03.2019 13:28:07;E;Con demora por una formación detenida debido a un problema técnico;00:19:55
5035;20.03.2019 12:10:11;E;Ya circula con su frecuencia habitual;00:15:51
5036;20.03.2019 12:00:04;E;Servicio con demora;00:08:04
5037;20.03.2019 11:58:02;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
5038;20.03.2019 11:54:15;E;Servicio limitado entre Bolívar y Entre Ríos;00:01:54
5039;20.03.2019 11:16:03;U;Ya circula con su frecuencia habitual;00:32:06
5040;20.03.2019 10:34:02;E;Servicio con demora debido a un problema técnico en una formación;01:18:07
5041;20.03.2019 10:26:10;U;Servicio con demora;00:47:58
5042;19.03.2019 20:54:14;E;Ya circula con su frecuencia habitual;00:03:48
5043;19.03.2019 20:04:02;E;Servicio con demora debido a un problema técnico;00:48:01
5044;19.03.2019 19:42:03;E;Ya circula con su frecuencia habitual;00:08:04
5045;19.03.2019 19:18:09;E;Servicio con demora debido a un problema técnico en una formación;00:21:54
5046;19.03.2019 13:44:02;E;Ya circula con su frecuencia habitual;00:02:01
5047;19.03.2019 13:20:04;E;Servicio con demora;00:21:58
5048;19.03.2019 13:16:03;E;Ya realiza su recorrido completo entre cabeceras;00:01:59
5049;19.03.2019 13:12:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5050;19.03.2019 12:06:07;P;Servicio interrumpido;01:04:05
5051;19.03.2019 12:00:03;E;Servicio limitado entre Pza. de los Virreyes y San José;01:14:01
5052;19.03.2019 11:56:09;E;Servicio con demora debido a un problema técnico en una formación;00:01:53
5053;19.03.2019 08:08:02;H;Por operativo de seguridad en vía pública: Servicio limitado Las Heras y Hospitales;42:50:07
5054;18.03.2019 21:06:09;E;Ya circula con su frecuencia habitual;00:00:00
5055;18.03.2019 20:40:05;E;Servicio con demora debido a un problema técnico en una formación;00:23:58
5056;18.03.2019 20:14:02;E;Ya circula con su frecuencia habitual;00:02:00
5057;18.03.2019 19:42:03;E;Servicio con demora debido a un problema técnico;00:30:06
5058;18.03.2019 19:36:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00
5059;18.03.2019 19:24:09;E;Interrupción debido a un problema técnico en una formación;00:09:59
5060;18.03.2019 18:54:10;E;Servicio con demora debido a un problema técnico en una formación;00:27:52
5061;18.03.2019 17:38:03;C;Ya circula con su frecuencia habitual;00:02:08
5062;18.03.2019 17:08:03;B;Los trenes ya se detienen en todas las estaciones;00:02:07
5063;18.03.2019 16:38:02;C;Servicio con demora debido a un problema técnico;00:58:06
5064;18.03.2019 15:42:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:59
5065;18.03.2019 15:34:04;P;Interrupción debido a un problema técnico en una formación;00:05:58
5066;18.03.2019 14:18:09;B;Por atención médica a un usuario Los trenes no se detienen en Pueyrredón;02:47:59
5067;18.03.2019 13:54:08;B;Los trenes no se detienen en Pueyrredón;00:21:55
5068;18.03.2019 11:14:08;E;Ya circula con su frecuencia habitual;00:03:55
5069;18.03.2019 10:32:02;E;Servicio con demora;00:40:07
5070;18.03.2019 10:06:03;A;Ya circula con su frecuencia habitual;00:06:06
5071;18.03.2019 09:56:08;A;Servicio con demora debido a un problema técnico;00:07:54
5072;17.03.2019 10:42:02;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;15:18:10
5073;17.03.2019 03:10:10;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;00:05:58
5074;16.03.2019 15:34:03;A;Ya realiza su recorrido completo entre cabeceras;00:00:00
5075;16.03.2019 15:28:02;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:04:06
5076;16.03.2019 09:18:04;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;17:42:00
5077;15.03.2019 19:14:09;E;Ya circula con su frecuencia habitual;00:00:00
5078;15.03.2019 18:00:11;E;Servicio con demora debido a un problema técnico en una formación;00:57:56
5079;15.03.2019 16:52:03;P;Único destino: Centro Cívico;00:31:59
5080;15.03.2019 16:42:09;E;Ya circula con su frecuencia habitual;00:00:00
5081;15.03.2019 16:38:02;E;Servicio con demora debido a un problema técnico en una formación;00:00:00
5082;15.03.2019 14:52:07;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:01
5083;15.03.2019 14:02:03;P;Interrupción debido a un problema técnico en una formación;00:48:07
5084;15.03.2019 10:44:09;E;Servicio con demora debido a un problema técnico en una formación;01:05:58
5085;14.03.2019 19:38:09;D;Servicio con demora debido a un problema técnico;00:05:54
5086;14.03.2019 18:40:02;P;Interrupción debido a un problema técnico en una formación;00:20:11
5087;13.03.2019 21:46:01;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:06:08
5088;13.03.2019 01:04:15;H;Ya realiza su recorrido completo entre cabeceras;00:01:59
5089;13.03.2019 00:48:13;H;Servicio Limitado entre Facultad de Derecho y Parque Patricios;00:14:07
5090;12.03.2019 13:30:12;D;Ya realiza su recorrido completo entre cabeceras;00:03:56
5091;12.03.2019 13:16:13;D;Servicios limitados: Catedral-Agüero y Palermo-Congreso de Tucumán;00:11:51
5092;12.03.2019 13:04:10;D;Servicio limitado entre Catedral - Agüero y Plaza Italia - Congreso de Tucumán;00:09:59
5093;12.03.2019 12:14:04;D;Con demora por factores climáticos;00:47:59
5094;12.03.2019 12:10:02;D;Servicio con demora;00:02:06
5095;11.03.2019 20:38:04;D;Ya circula con su frecuencia habitual;00:00:00
5096;11.03.2019 20:34:08;D;Servicio con demora;00:02:01
5097;11.03.2019 20:32:10;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
5098;11.03.2019 18:56:02;D;Servicio limitado entre Catedral y Aguero;01:34:01
5099;11.03.2019 16:38:02;B;Ya circula con su frecuencia habitual;00:02:00
5100;11.03.2019 16:24:09;B;Servicio con demora debido a un problema técnico;00:12:01
5101;11.03.2019 12:00:11;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:58
5102;11.03.2019 11:18:02;P;Servicio interrumpido;00:40:01
5103;10.03.2019 10:52:09;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;14:48:03
5104;09.03.2019 22:08:10;P;Servicio interrumpido;00:53:57
5105;09.03.2019 09:02:08;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;18:42:00
5106;08.03.2019 23:12:08;C;Ya circula con su frecuencia habitual;00:01:54
5107;08.03.2019 21:58:03;C;Servicio con demora;01:10:04
5108;08.03.2019 21:22:08;D;Ya circula con su frecuencia habitual;00:05:56
5109;08.03.2019 20:42:09;D;Servicio con demora debido a un problema técnico en una formación;00:37:55
5110;08.03.2019 17:18:08;B;Ya circula con su frecuencia habitual;00:05:56
5111;08.03.2019 16:38:10;B;Servicio con demora;00:37:59
5112;08.03.2019 11:46:02;E;Ya circula con su frecuencia habitual;00:02:05
5113;08.03.2019 11:22:02;E;Servicio con demora debido a un problema técnico en una formación;00:22:09
5114;07.03.2019 15:22:03;D;Ya circula con su frecuencia habitual;00:00:00
5115;07.03.2019 13:36:02;E;Ya circula con su frecuencia habitual;00:00:00
5116;07.03.2019 12:58:02;E;Servicio con demora debido a un problema técnico en una formación;00:32:08
5117;07.03.2019 12:34:08;E;Interrupción debido a un problema técnico en una formación;00:01:54
5118;07.03.2019 12:14:07;D;Servicio con demora por medida de fuerza gremial;03:00:01
5119;07.03.2019 11:14:10;E;Servicio con demora debido a un problema técnico en una formación;01:01:52
5120;06.03.2019 13:00:04;E;Ya circula con su frecuencia habitual;00:00:00
5121;06.03.2019 12:54:02;E;Servicio con demora debido a un problema técnico;00:00:00
5122;06.03.2019 12:34:08;E;Servicio limitado entre Bolívar y Entre Ríos;00:02:00
5123;06.03.2019 12:00:12;E;Ya circula con su frecuencia habitual;00:00:00
5124;06.03.2019 11:16:04;E;Servicio con demora;00:41:58
5125;06.03.2019 10:52:03;E;Servicio con demora por causas ajenas a la empresa;00:14:01
5126;06.03.2019 10:24:04;E;Servicio interrumpido;00:10:00
5127;05.03.2019 10:54:07;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;14:47:56
5128;04.03.2019 11:14:05;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;14:19:59
5129;03.03.2019 18:12:06;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;06:41:58
5130;03.03.2019 17:54:04;D;Ya realiza el recorrido completo entre cabeceras;00:00:00
5131;03.03.2019 17:38:05;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:04:00
5132;03.03.2019 12:40:06;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
5133;03.03.2019 11:52:05;B;Servicio Limitado entre J. M. de Rosas y Medrano;00:23:59
5134;02.03.2019 21:10:09;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;19:41:54
5135;02.03.2019 20:44:04;D;Los trenes no se detienen en F. de Medicina;00:00:00
5136;02.03.2019 20:22:05;D;Servicio limitado entre Congreso de Tucumán y S. Ortiz;00:14:01
5137;02.03.2019 11:56:06;B;Los trenes no se detienen en Uruguay;00:59:58
5138;02.03.2019 09:18:04;D;Los trenes no se detienen en Facultad de Medicina por obras de puesta en valor.;10:48:00
5139;01.03.2019 16:34:09;A;Ya realiza su recorrido completo entre cabeceras;00:00:00
5140;01.03.2019 16:14:06;U;Ya circula con su frecuencia habitual;00:00:00
5141;01.03.2019 16:12:05;E;Ya realiza su recorrido completo entre cabeceras;00:10:07
5142;01.03.2019 16:08:03;U;Servicio con demora debido a la atención médica a un usuario;00:04:02
5143;01.03.2019 16:02:05;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
5144;01.03.2019 16:02:05;U;Servicio con demora;00:00:00
5145;01.03.2019 15:52:04;C;Los trenes ya se detienen en todas las estaciones;00:02:01
5146;01.03.2019 12:10:03;C;Por operativo de seguridad en la vía pública los trenes no se detienen en Av. de Mayo;03:40:10
5147;01.03.2019 12:08:04;C;Los trenes no se detienen en Av. de Mayo;00:00:00
5148;01.03.2019 11:50:07;C;Por operativo de seguridad en la vía pública los trenes no se detienen en Av. de Mayo;00:15:56
5149;01.03.2019 11:44:06;A;Por operativo de seguridad en la vía pública Servicio limitado Miserere - San Pedrito;04:39:56
5150;01.03.2019 11:34:04;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:00:00
5151;01.03.2019 11:20:07;A;Plaza Miserere y San Pedrito Servicio limitado entre;00:11:56
5152;01.03.2019 11:18:05;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:00:00
5153;01.03.2019 11:18:05;C;Los trenes no se detienen en Av. de Mayo;00:26:01
5154;01.03.2019 09:42:04;C;Los trenes no se detienen en Av. de Mayo;01:28:02
5155;01.03.2019 08:56:04;E;Servicio limitado entre Plaza de los Virreyes y Belgrano;07:11:59
5156;01.03.2019 08:36:04;A;Servicio limitado entre Plaza Miserere y San Pedrito;02:34:02
5157;01.03.2019 08:36:04;C;Los trenes no se detienen en Av. de Mayo;01:00:01
5158;01.03.2019 08:28:04;A;Servicio limitado entre San Pedrito y Plaza Miserere;00:00:00
5159;01.03.2019 08:24:02;C;Los trenes no se detienen en Av. de Mayo;00:04:02
5160;01.03.2019 08:24:02;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;07:30:03
5161;01.03.2019 08:24:02;E;Servicio limitado entre Belgrano y Virreyes por operativo de seguridad en la vía pública;00:28:02
5162;28.02.2019 18:20:08;E;Servicio con demora debido a un problema técnico en una formación;00:00:00
5163;28.02.2019 17:50:07;H;Los trenes no se detienen en Parque Patricios;00:19:57
5164;27.02.2019 22:46:05;B;Ya circula con su frecuencia habitual;00:01:58
5165;27.02.2019 21:32:04;B;Servicio con demora debido a un problema técnico;01:08:00
5166;27.02.2019 21:06:04;E;Servicio con demora por obras de renovación en zona de vías;02:10:02
5167;27.02.2019 21:02:06;B;Ya circula con su frecuencia habitual;00:01:57
5168;27.02.2019 20:38:05;B;Servicio con demora debido a un problema técnico;00:17:59
5169;27.02.2019 20:34:03;B;Servicio con demora debido a un problema técnico en una formación;00:01:59
5170;27.02.2019 19:12:04;E;Ya circula con su frecuencia habitual;00:02:02
5171;27.02.2019 18:50:05;E;Servicio con demora debido a un problema técnico;00:20:03
5172;27.02.2019 13:14:05;E;Ya circula con su frecuencia habitual;00:00:00
5173;27.02.2019 13:00:08;B;Servicio con demora debido a un problema técnico;00:41:55
5174;27.02.2019 12:08:05;B;Servicio con demora;00:46:00
5175;27.02.2019 11:54:05;B;Interrupción debido a un problema técnico en una formación;00:08:01
5176;27.02.2019 11:52:03;B;Servicio con demora debido a un problema técnico en una formación;00:00:00
5177;27.02.2019 11:34:05;E;Servicio con demora debido a un problema técnico en una formación;01:37:58
5178;27.02.2019 11:06:05;E;Servicio limitado entre Pza. de los Virreyes y San José;00:09:59
5179;27.02.2019 10:58:05;U;Ya circula con su frecuencia habitual;00:00:00
5180;27.02.2019 10:34:04;U;Servicio con demora;00:17:59
5181;26.02.2019 23:26:04;E;Ya circula con su frecuencia habitual;00:04:05
5182;26.02.2019 22:04:05;E;Servicio con demora debido a un problema técnico en una formación;01:14:01
5183;26.02.2019 14:20:07;P;Los trenes ya se detienen en todas las estaciones;00:05:56
5184;26.02.2019 10:50:02;P;Por obras para mejorar el servicio los trenes no se detienen en Pte. Illia;03:28:02
5185;25.02.2019 23:26:09;U;Servicio limitado entre Federico Lacroze y Campo de Mayo 20:24 hs.;00:25:54
5186;25.02.2019 21:26:09;C;Interrupción debido a un problema técnico en una formación;00:00:00
5187;25.02.2019 17:00:04;E;Ya circula con su frecuencia habitual;00:00:00
5188;25.02.2019 15:08:03;E;Servicio con demora por obras de renovación en zona de vías;01:42:09
5189;25.02.2019 14:50:12;E;Ya realiza su recorrido completo entre cabeceras;00:07:54
5190;25.02.2019 14:40:02;E;Servicio limitado entre Bolívar y Entre Ríos;00:00:00
5191;25.02.2019 13:56:10;E;Servicio con demora por obras de renovación en zona de vías;00:36:00
5192;24.02.2019 23:14:02;C;Servicio normalizado;00:00:00
5193;24.02.2019 22:40:09;C;Servicio con demora debido a un problema técnico en una formación;00:09:57
5194;24.02.2019 12:04:03;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:09:59
5195;24.02.2019 11:28:02;E;Interrupción debido a un problema técnico en una formación;00:30:02
5196;21.02.2019 23:10:02;U;Ya realiza el recorrido completo entre cabeceras;00:00:00
5197;21.02.2019 22:56:03;U;Servicios limitados: F. Lacroze - Coronel F. Lynch y Gral. Lemos - Martín Coronado;00:08:02
5198;20.02.2019 22:42:08;A;Servicio limitado entre Acoyte y Plaza de Mayo;00:03:57
5199;20.02.2019 18:16:07;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
5200;20.02.2019 18:04:04;D;Servicio limitado entre Congreso de Tucumán y Scalabrini Ortiz;00:09:59
5201;20.02.2019 12:28:04;D;Servicio con demora debido a un problema técnico en una formación;00:08:00
5202;20.02.2019 08:50:04;P;Interrumpida por causas ajenas a la empresa;05:51:59
5203;19.02.2019 13:32:06;U;Servicio con demora debido a la atención médica a un usuario;00:28:05
5204;19.02.2019 12:56:05;P;Los trenes ya se detienen en todas las estaciones;00:00:00
5205;19.02.2019 11:04:02;P;Por obras de mejora los trenes no se detienen en Somellera.;01:50:01
5206;17.02.2019 11:34:09;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:04
5207;17.02.2019 11:16:02;P;Servicio interrumpido;00:14:00
5208;15.02.2019 16:02:02;C;Con demora debido a la atención médica a un usuario a bordo de formación;00:20:00
5209;15.02.2019 01:26:02;D;Servicio con demora;00:04:04
5210;14.02.2019 10:24:03;A;Servicio Limitado entre Flores y Plaza de Mayo;01:06:05
5211;13.02.2019 21:48:04;E;Ya circula con su frecuencia habitual;00:01:58
5212;13.02.2019 21:20:08;E;Servicio con demora debido a un problema técnico en una formación;00:22:00
5213;13.02.2019 20:40:04;B;Ya circula con su frecuencia habitual;00:00:00
5214;13.02.2019 20:26:07;B;Servicio con demora debido a un problema técnico en una formación;00:07:55
5215;13.02.2019 20:24:03;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5216;13.02.2019 20:08:02;B;Interrupción debido a un problema técnico en una formación;00:14:02
5217;13.02.2019 20:04:02;B;Servicio con demora debido a un problema técnico en una formación;00:02:06
5218;13.02.2019 13:02:09;U;Ya circula con su frecuencia habitual;00:11:54
5219;13.02.2019 12:14:02;U;Servicio con demora debido a un problema técnico;00:46:07
5220;12.02.2019 17:38:02;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
5221;12.02.2019 13:58:08;C;Ya circula con su frecuencia habitual;00:05:59
5222;12.02.2019 13:36:07;B;Servicio Limitado entre J. M. de Rosas y Medrano;03:57:56
5223;12.02.2019 12:10:08;C;Servicio con demora;01:44:00
5224;12.02.2019 12:06:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5225;12.02.2019 11:50:10;C;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;00:11:52
5226;11.02.2019 23:16:04;E;Servicio con demora debido a un problema técnico en una formación;00:47:58
5227;11.02.2019 22:42:02;P;Interrumpida debido a un problema operativo;01:22:00
5228;11.02.2019 22:06:01;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5229;11.02.2019 21:38:09;B;Ya circula con su frecuencia habitual;00:03:54
5230;11.02.2019 21:34:01;P;Interrupción debido a un problema técnico en una formación;00:30:02
5231;11.02.2019 21:26:02;B;Con demora debido a un problema operativo;00:10:00
5232;11.02.2019 20:38:02;E;Ya circula con su frecuencia habitual;00:02:01
5233;11.02.2019 20:12:02;E;Servicio con demora debido a un problema técnico en una formación;00:24:05
5234;11.02.2019 19:52:07;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
5235;11.02.2019 19:50:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
