orden;Fecha;Linea;Mensaje;Duración
7385;15.05.2018 20:18:02;E;Interrupción debido a un problema técnico en una formación;00:10:13
7386;15.05.2018 20:08:09;E;Servicio con demora debido a un problema técnico;00:07:57
7387;15.05.2018 16:32:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:02
7388;15.05.2018 16:24:05;P;Interrupción debido a un problema técnico en una formación;00:05:58
7389;15.05.2018 00:30:02;D;Interrumpida por medida de fuerza gremial;01:54:00
7390;14.05.2018 17:46:11;A;Ya circula con su frecuencia habitual;00:00:00
7391;14.05.2018 17:36:06;A;Servicio con demora debido a la atención médica a un usuario;00:07:56
7392;14.05.2018 15:32:02;P;Ya realiza su recorrido completo entre cabeceras;00:06:00
7393;14.05.2018 12:56:16;P;Único destino: Centro Cívico;02:33:47
7394;14.05.2018 12:54:02;A;Ya circula con su frecuencia habitual;00:02:14
7395;14.05.2018 12:08:14;A;Servicio con demora debido a un problema técnico en una formación;00:43:50
7396;12.05.2018 17:18:08;P;Ya realiza su recorrido completo entre cabeceras;00:02:04
7397;12.05.2018 17:02:06;P;Único destino: Centro Cívico;00:13:56
7398;12.05.2018 15:40:14;H;Los trenes ya se detienen en todas las estaciones;00:03:48
7399;12.05.2018 14:08:02;H;Los trenes no se detienen en Once;01:30:00
7400;11.05.2018 23:42:02;C;Interrumpida por medida de fuerza gremial;03:04:01
7401;11.05.2018 19:42:03;E;Ya circula con su frecuencia habitual;00:04:06
7402;11.05.2018 18:46:01;E;Servicio con demora;00:54:05
7403;11.05.2018 18:44:02;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
7404;11.05.2018 18:12:02;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:30:00
7405;11.05.2018 18:08:08;E;Servicio limitado entre Pza. de los Virreyes y Av. La Plata;00:02:04
7406;11.05.2018 18:00:13;E;Interrupción debido a un problema técnico en una formación;00:05:49
7407;11.05.2018 17:08:02;E;Servicio con demora;00:50:00
7408;11.05.2018 17:06:13;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
7409;11.05.2018 12:04:02;E;Servicio limitado entre Bolívar - Entre Ríos y Boedo - Plaza de los Virreyes;05:00:03
7410;10.05.2018 22:56:14;D;Servicio con demora debido a un problema técnico;00:57:49
7411;10.05.2018 21:32:13;B;Ya circula con su frecuencia habitual;00:02:01
7412;10.05.2018 21:22:02;B;Servicio con demora;00:08:00
7413;10.05.2018 21:20:06;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
7414;10.05.2018 21:00:02;B;Servicio limitado entre L. N. Alem y Angel Gallardo;00:18:00
7415;10.05.2018 20:58:02;B;Interrupción debido a un problema técnico;00:00:00
7416;10.05.2018 20:52:19;B;Servicio con demora debido a un problema técnico;00:03:53
7417;10.05.2018 18:30:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:08
7418;10.05.2018 16:12:15;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:13:51
7419;10.05.2018 16:06:11;P;Interrumpida por factores climáticos;02:21:51
7420;10.05.2018 03:14:10;U;Interrumpida por medida de fuerza gremial;12:55:52
7421;09.05.2018 23:36:10;B;Interrumpida por medida de fuerza gremial;02:53:52
7422;09.05.2018 21:38:05;C;Servicio con demora debido a un problema técnico;04:33:58
7423;09.05.2018 21:00:13;E;Ya circula con su frecuencia habitual;00:03:49
7424;09.05.2018 20:12:13;E;Servicio con demora;00:45:53
7425;09.05.2018 20:08:10;E;Ya realiza su recorrido completo entre cabeceras;00:01:55
7426;09.05.2018 19:58:08;E;Servicio limitado entre Bolívar y Av. La Plata;00:08:11
7427;09.05.2018 15:40:13;E;Ya circula con su frecuencia habitual;00:01:57
7428;09.05.2018 14:40:11;E;Servicio con demora debido a un problema técnico;00:57:51
7429;08.05.2018 22:32:10;H;Ya circula con su frecuencia habitual;00:03:52
7430;08.05.2018 22:16:14;H;Servicio con demora;00:13:48
7431;08.05.2018 20:10:02;E;Ya circula con su frecuencia habitual;00:02:09
7432;08.05.2018 18:22:13;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:07:49
7433;08.05.2018 18:06:02;B;Ya circula con su frecuencia habitual;00:04:05
7434;08.05.2018 17:52:07;E;Servicio con demora;02:16:07
7435;08.05.2018 17:40:06;P;Interrumpida por factores climáticos;00:40:07
7436;08.05.2018 17:34:14;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:53
7437;08.05.2018 16:42:12;P;Interrumpida por factores climáticos;00:49:51
7438;08.05.2018 16:40:06;B;Servicio con demora;01:23:56
7439;08.05.2018 16:38:10;P;Servicio interrumpido;00:01:56
7440;08.05.2018 13:22:11;B;Ya circula con su frecuencia habitual;00:03:51
7441;08.05.2018 13:14:02;B;Ya circula con su frecuencia habitual;00:06:11
7442;08.05.2018 13:04:06;B;Servicio con demora debido a un problema técnico en una formación;00:07:57
7443;08.05.2018 11:52:17;B;Ya circula con su frecuencia habitual;00:05:46
7444;08.05.2018 11:28:08;B;Servicio con demora debido a un problema técnico en una formación;00:22:07
7445;08.05.2018 09:56:18;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:56
7446;08.05.2018 09:54:03;C;Interrupción debido a un problema técnico;00:00:00
7447;07.05.2018 23:36:06;A;Interrumpida por medida de fuerza gremial;02:59:57
7448;07.05.2018 17:54:03;A;Ya realiza su recorrido completo entre cabeceras;00:05:59
7449;07.05.2018 17:06:04;A;Servicio Limitado entre Flores y Plaza de Mayo;00:46:02
7450;07.05.2018 16:58:03;A;Interrupción debido a un problema técnico;00:06:10
7451;07.05.2018 11:54:03;D;Ya circula con su frecuencia habitual;00:04:08
7452;07.05.2018 11:38:16;D;Servicio con demora debido a un problema técnico;00:13:58
7453;07.05.2018 11:08:07;D;Ya circula con su frecuencia habitual;00:04:07
7454;07.05.2018 10:32:02;D;Servicio con demora debido a un problema técnico;00:34:13
7455;07.05.2018 00:50:12;U;Servicio limitado entre Federico Lacroze y Rubén Darío 21:48 hs.;05:47:53
7456;05.05.2018 16:58:06;A;Servicio limitado entre Perú y San Pedrito;00:16:00
7457;05.05.2018 13:02:08;A;Ya realiza su recorrido completo entre cabeceras;00:01:54
7458;05.05.2018 12:50:08;A;Servicio limitado entre Carabobo y Plaza de Mayo;00:10:00
7459;04.05.2018 22:28:08;D;Ya circula con su frecuencia habitual;00:01:54
7460;04.05.2018 22:12:02;D;Servicio con demora;00:13:59
7461;04.05.2018 22:10:04;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
7462;04.05.2018 21:34:02;D;Servicio limitado entre Congreso de Tucumán y Scalabrini Ortiz;00:34:06
7463;03.05.2018 18:52:05;U;Servicio normalizado;00:01:57
7464;03.05.2018 15:34:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:52
7465;03.05.2018 15:22:13;P;Interrupción debido a un problema técnico en una formación;00:10:00
7466;03.05.2018 13:48:06;U;Realiza recorrido completo Lacroze-Lemos con trasbordo en Martín Coronado.;05:01:56
7467;03.05.2018 12:54:14;U;Servicio limitado Lemos-Coronado y Coronado-Lacroze con trasbordo.;00:51:53
7468;03.05.2018 12:38:10;U;Servicio limitado entre Gral. Lemos y Martín Coronado 08:36 hs.;00:14:07
7469;03.05.2018 12:02:23;U;Servicio interrumpido;00:33:39
7470;01.05.2018 12:06:06;A;Los trenes no se detienen en Flores;00:34:01
7471;30.04.2018 21:54:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:14:02
7472;30.04.2018 18:56:15;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7473;30.04.2018 18:42:11;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:09:51
7474;30.04.2018 16:18:13;P;Interrumpida por manifestantes que impiden el servicio;05:32:00
7475;30.04.2018 12:28:15;C;Interrumpida debido a un problema operativo;00:11:48
7476;30.04.2018 12:20:05;C;Con demora hacia Constitución debido a un problema técnico;00:03:57
7477;28.04.2018 00:30:02;D;Servicio con demora;00:12:03
7478;28.04.2018 00:22:04;D;Ya realiza su recorrido completo entre cabeceras;00:02:12
7479;28.04.2018 00:18:02;D;Servicio con demora;00:00:00
7480;28.04.2018 00:06:14;D;Servicio limitado entre Catedral y Aguero;00:07:49
7481;28.04.2018 00:02:02;D;Interrupción debido a un problema técnico;00:02:11
7482;27.04.2018 22:32:03;D;Ya circula con su frecuencia habitual;00:02:12
7483;27.04.2018 21:44:10;D;Servicio con demora debido a un problema técnico en una formación;00:46:06
7484;27.04.2018 21:38:17;D;Interrupción debido a un problema técnico en una formación;00:03:45
7485;27.04.2018 20:24:15;U;Ya circula con su frecuencia habitual;00:05:48
7486;27.04.2018 18:42:18;U;Servicio con demora;01:39:59
7487;27.04.2018 10:36:08;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:03
7488;27.04.2018 10:36:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:03
7489;27.04.2018 08:16:06;E;Interrumpida por medida de fuerza gremial;02:18:11
7490;27.04.2018 08:16:06;P;Interrumpida por medida de fuerza gremial;02:18:11
7491;26.04.2018 23:54:03;E;Ya circula con su frecuencia habitual;00:04:08
7492;26.04.2018 22:42:03;B;Ya circula con su frecuencia habitual;00:03:59
7493;26.04.2018 22:42:03;D;Ya circula con su frecuencia habitual;00:03:59
7494;26.04.2018 22:10:04;D;Servicio con demora;00:30:02
7495;26.04.2018 22:08:03;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
7496;26.04.2018 21:42:19;B;Servicio con demora debido a un problema técnico;00:57:47
7497;26.04.2018 21:32:19;D;Servicio limitado entre Congreso de Tucumán y S. Ortiz;00:33:44
7498;26.04.2018 21:12:19;E;Servicio con demora debido a un problema técnico;02:39:46
7499;26.04.2018 18:20:04;E;Ya circula con su frecuencia habitual;00:00:00
7500;26.04.2018 17:16:03;E;Servicio con demora;01:02:12
7501;26.04.2018 13:42:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:59
7502;26.04.2018 13:28:02;E;Ya circula con su frecuencia habitual;00:02:01
7503;26.04.2018 13:04:02;P;Servicio interrumpido;00:36:05
7504;26.04.2018 12:22:10;E;Servicio con demora debido a un problema técnico;01:03:54
7505;26.04.2018 12:16:13;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:57
7506;26.04.2018 12:10:15;E;Interrumpida debido a la atención médica a un usuario;00:03:48
7507;26.04.2018 11:42:18;P;Ya realiza su recorrido completo entre cabeceras;00:01:46
7508;26.04.2018 11:10:12;P;Único destino: Centro Cívico;00:29:51
7509;26.04.2018 10:26:10;E;Servicio con demora debido a un problema técnico;01:42:05
7510;26.04.2018 10:02:03;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:06
7511;26.04.2018 08:08:13;E;Interrumpida por obras de mejora;01:51:50
7512;24.04.2018 22:18:02;D;Ya circula con su frecuencia habitual;00:02:00
7513;24.04.2018 22:04:09;D;Servicio con demora;00:11:56
7514;24.04.2018 13:56:13;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:49
7515;24.04.2018 13:50:13;C;Interrupción debido a un problema técnico en una formación;00:03:50
7516;24.04.2018 04:18:08;E;Mensaje de prueba;00:00:00
7517;23.04.2018 14:30:13;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:10
7518;23.04.2018 13:32:10;C;Interrumpida por medida de fuerza gremial;00:56:05
7519;23.04.2018 13:24:02;C;Servicio interrumpido;00:06:01
7520;23.04.2018 11:34:13;E;Ya circula con su frecuencia habitual;00:06:01
7521;23.04.2018 10:38:02;E;Servicio con demora;00:54:11
7522;23.04.2018 10:34:03;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:59
7523;23.04.2018 08:32:13;C;Interrumpida por medida de fuerza gremial;01:59:50
7524;21.04.2018 17:10:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:57
7525;21.04.2018 16:54:03;P;Interrupción debido a un problema técnico;00:12:10
7526;21.04.2018 13:04:12;D;Ya realiza su recorrido completo entre cabeceras;00:03:53
7527;21.04.2018 12:24:14;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:37:51
7528;21.04.2018 11:44:05;E;Ya circula con su frecuencia habitual;00:03:57
7529;21.04.2018 09:46:02;E;Servicio con demora debido a un problema técnico;01:56:10
7530;21.04.2018 09:02:02;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;03:20:00
7531;20.04.2018 23:16:02;P;Servicio interrumpido;00:56:11
7532;20.04.2018 19:30:15;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:50
7533;20.04.2018 19:04:01;P;Interrupción debido a un problema técnico;00:24:01
7534;20.04.2018 16:24:12;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7535;20.04.2018 16:14:17;B;Interrupción debido a la atención médica a un usuario;00:07:45
7536;20.04.2018 12:38:02;B;Ya circula con su frecuencia habitual;00:00:00
7537;20.04.2018 12:18:06;B;Servicio con demora debido a un problema técnico en una formación;00:17:56
7538;20.04.2018 12:14:12;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:53
7539;20.04.2018 12:08:01;B;Interrupción debido a un problema técnico en una formación;00:04:11
7540;20.04.2018 11:56:14;B;Servicio con demora debido a un problema técnico en una formación;00:09:57
7541;19.04.2018 19:48:07;B;Ya circula con su frecuencia habitual;00:02:05
7542;19.04.2018 19:36:02;D;Ya circula con su frecuencia habitual;00:00:00
7543;19.04.2018 19:32:06;D;Servicio con demora;00:01:56
7544;19.04.2018 19:30:11;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
7545;19.04.2018 19:24:13;B;Servicio con demora debido a un problema técnico;00:21:51
7546;19.04.2018 19:12:12;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:16:01
7547;19.04.2018 19:10:14;D;Servicio limitado entre Congreso de Tucumán y Plaza Italia;00:00:00
7548;19.04.2018 12:26:02;U;Ya circula con su frecuencia habitual;00:10:01
7549;19.04.2018 10:32:06;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:07:56
7550;19.04.2018 10:16:12;U;Servicio con demora;02:07:54
7551;19.04.2018 08:36:09;B;Interrumpida por medida de fuerza gremial;01:53:56
7552;18.04.2018 12:50:02;D;Ya circula con su frecuencia habitual;00:02:01
7553;18.04.2018 12:26:14;D;Servicio con demora debido a un problema técnico;00:22:04
7554;18.04.2018 12:14:09;U;Ya circula con su frecuencia habitual;00:00:00
7555;18.04.2018 11:32:05;U;Servicio con demora;00:39:57
7556;17.04.2018 22:10:09;D;Ya circula con su frecuencia habitual;00:04:03
7557;17.04.2018 21:40:05;D;Servicio con demora debido a un problema técnico en una formación;00:27:58
7558;17.04.2018 10:34:05;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:01
7559;17.04.2018 09:38:14;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:48
7560;17.04.2018 08:26:03;A;Interrumpida por medida de fuerza gremial;02:06:00
7561;17.04.2018 08:24:02;E;Interrumpida por obras de mejora;01:12:04
7562;16.04.2018 22:04:02;U;Ya circula con su frecuencia habitual;00:02:11
7563;16.04.2018 21:10:03;A;Los trenes ya se detienen en todas las estaciones;00:06:05
7564;16.04.2018 21:00:03;A;Los trenes no se detienen en Saenz Peña;00:08:10
7565;16.04.2018 20:34:06;U;Servicio con demora debido a un problema técnico;01:27:59
7566;16.04.2018 13:06:14;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:07:57
7567;16.04.2018 12:44:02;P;Interrupción debido a un problema técnico;00:20:13
7568;14.04.2018 10:26:09;E;Ya realiza su recorrido completo entre cabeceras;00:01:53
7569;14.04.2018 10:06:12;E;Servicio limitado entre Pza. de los Virreyes y San José;00:18:01
7570;14.04.2018 09:44:14;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:17:48
7571;14.04.2018 08:46:03;E;Interrumpida por obras de mejora;00:54:11
7572;13.04.2018 20:40:02;E;Ya circula con su frecuencia habitual;00:04:03
7573;13.04.2018 19:02:11;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:57
7574;13.04.2018 18:52:12;P;Interrupción debido a un problema técnico en una formación;00:08:06
7575;13.04.2018 18:36:05;E;Servicio con demora debido a un problema técnico;02:01:56
7576;13.04.2018 17:52:24;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7577;13.04.2018 17:36:17;P;Interrupción debido a un problema técnico en una formación;00:13:46
7578;13.04.2018 15:10:13;E;Ya circula con su frecuencia habitual;00:02:06
7579;13.04.2018 14:20:14;E;Servicio con demora debido a un problema técnico;00:47:49
7580;13.04.2018 14:16:11;E;Ya realiza su recorrido completo entre cabeceras;00:01:51
7581;13.04.2018 13:50:04;E;Servicio limitado entre Pza. de los Virreyes y San José;00:23:59
7582;13.04.2018 13:24:10;U;Ya circula con su frecuencia habitual;00:01:52
7583;13.04.2018 11:08:13;E;Servicio con demora;02:39:49
7584;13.04.2018 11:04:05;E;Ya realiza su recorrido completo entre cabeceras;00:01:57
7585;13.04.2018 10:10:12;E;Servicio limitado entre Pza. de los Virreyes y San José;00:52:00
7586;13.04.2018 09:50:02;U;Servicio con demora debido a un problema técnico;03:32:02
7587;13.04.2018 09:10:03;U;Servicio con demora;00:38:00
7588;13.04.2018 08:50:08;U;Servicio con demora debido a un problema técnico;00:17:55
7589;13.04.2018 08:20:16;U;Interrupción debido a un problema técnico;00:25:50
7590;12.04.2018 14:04:09;P;Ya realiza su recorrido completo entre cabeceras;00:02:03
7591;12.04.2018 14:02:03;E;Ya circula con su frecuencia habitual;00:02:06
7592;12.04.2018 13:26:09;E;Servicio con demora debido a un problema técnico;00:33:54
7593;12.04.2018 13:18:05;P;Único destino: Centro Cívico;00:43:58
7594;12.04.2018 10:30:12;U;Ya circula con su frecuencia habitual;00:02:02
